mp-1040471 Mn(PO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542671 Li5NiO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198439 Ba2YFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765009 Be3Co2(NF6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540439 NaMg30CrO32 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1104261 Li2Mn3FeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-653005 KBa2V2ClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753760 RbNiW(OF)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1200792 V2GePb5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221857 Li2MnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554767 MnAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22443 Li3CoPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704227 Li3V2(NiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1257772 LiMnO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756894 Ni(BO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-761066 LiVCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18844 Sr7CaMn4(FeO5)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-626701 Li4MnFe3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699647 SrV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8165 Li4V7(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228982 RbV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213122 Ag2Mo3SeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758757 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19281 K2MnV2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-644334 MnBiPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177652 LiCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616444 Rb7U8V2ClO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775153 K2U(MoO5)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mvc-4436 LiCo2C2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766043 Li2CoGeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199770 Sr2FeO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755780 Li3V(H6O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-696441 CeMnAsO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759078 K2AgMoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765999 FeB4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180450 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180698 LiFe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752982 KSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273331 UVAgO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201033 Li2MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20090 Li7Mn(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19034 Sr3CaMn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197894 Na2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1012879 K3MoHS4O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32244 K2MoS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743953 Cs4U3Mo3O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194415 Sr4MoN4O Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-766025 Ca2AlCrO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757297 Sr4Mn3BO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18761 FeTe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222585 Li3Al2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226157 Rb2V3P4O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849442 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203525 Nd3Si(Mo2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-566801 BaMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111105 FeH12N3(OF2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555537 RbHo(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754746 NaLi2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18989 KLiNd2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704284 Ca3Mn2SbO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003402 V2ZnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199739 ScFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1251946 Li2FeF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197976 MgMn2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224359 Sr3LaTa2(FeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197813 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16967 Hf(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558830 Sr2CoSe2(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554911 Pr2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11637 MnSeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767437 K2SmMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754059 Li2CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212309 V3Pb5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275484 HoTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867723 LiV2(CO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238493 Ti2Fe(PO5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1261316 Li2Co(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199860 Li2Mn2P4H3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743538 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759218 K3V(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560148 Mn9(PO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554548 Cs2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758390 CoH19S3N5O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772906 LiTiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223569 MnOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684942 TmMoO4F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765988 NaCaVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19474 ErCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175206 VAg3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19770 Na2CrCoF7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1099611 CsRb2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1310374 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207659 Li2Mn2P2(H4O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205807 LiSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196184 KSrVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1075948 Ca2La5Mn7NiO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197988 CoPH14N4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554075 Ca2FeSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222209 FeSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776618 Tm2Mn2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-25202 K2RbLaV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29142 Ba2Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-6838 NiH20Se2(NO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561398 Li3CoPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218631 NaMoO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753703 VPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555287 Li5Mn5(NiO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218559 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25223 Mo2PbSe2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193478 LaSm3(FeO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758541 Mn3(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3764 CrAuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768587 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195912 Na3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194048 LaVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760264 RbTb(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274182 Li2MnCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557209 LaFeTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755550 LiVF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1095213 LiSm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558770 Mg3Fe2O5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-760012 Cr(PO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201746 Li2CrNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214477 K2RbHoV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775839 Li2VF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13223 CrH12C2(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208085 V3HPb5O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561158 FePtO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201917 FeF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194619 Li2CoOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780785 HoSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761002 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13694 LiMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778667 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210997 Li2CoSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-943492 CsMoO2F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19189 Li3V2FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1229198 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-629080 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-605437 FeHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13314 V3Pb5O12F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26197 MnH2(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-16279 Sr2Ca2Fe3CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226781 Li3V2(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766106 K2MnH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176417 KNa2FeF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1579309 Co(RhO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210849 MnSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760313 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16917 Na3Sc2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554148 BaMn2TlO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-634381 NaFe(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774614 Ti2V3Cr(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20460 NaCoO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757451 NaCr2FeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1320757 MoPbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558010 CoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207219 Ba3Ta2NiO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756511 Na2Nb2W2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003322 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175510 Ba3V4PbO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532028 Li2FeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770406 LaV2IO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201849 CaV4(AgO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104481 Li3CrPCO7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-775848 VBiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849434 TiVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752631 Li2MnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775491 Na(CoO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1301543 Fe5(OF4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1295700 KLa5V2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770036 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849792 Mn3Zn2AsO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25991 KVSO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203622 KLiTb2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560276 LiTiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174036 Li3V5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-605060 Li4Ti3Ni3(TeO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753926 LaFeTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759725 Tb2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214103 Fe6O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221027 ErWBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12238 Li2MnVP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222380 CaPrCoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777452 Fe(BO)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-720863 MnHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753264 Sr2MnGaO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211339 Cd(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774155 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771217 Li4Y3MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720324 Mo2H12C4N2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19079 RbVPHO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177903 Sr2CoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105117 Mn3CrSn2(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218722 Li2V3SnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756484 Li2Mn3TeO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1181479 NiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192277 Na2VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755676 MnZn(Br2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759843 BaMoO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757216 Ni(PtO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761495 Li13Co15O28 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216303 Li3CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211738 Sr2Ca2Fe3CoO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765466 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1285900 LiV(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661570 KV2PO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17034 Li2CeSm(MoO4)4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1215743 Li2Mn3NbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757355 Tl2Mo3SeO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227721 CaTiMo(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772666 LiAlNi3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704210 TiZnP3WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772427 UCr4H48C14(N15O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753061 MnGaH4O2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225991 FeBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752969 Ca2Fe(PO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-486 KMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555343 KTb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19202 Na2TlCoF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554101 TeMo3(NO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764994 Sr2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752892 Li4Cr3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560736 Mo(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192030 Mn2OF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212576 ReWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195447 Nd4(WO5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755249 CsMoIO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559503 Cr4H67C20(NO)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1664329 Ni2BiB(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773512 AlVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31518 ErCu(WO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-756449 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180982 ScMn(BiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174790 Li2MnSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27545 MnO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1210161 Na3VS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22417 Li11V6O5F19 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-775903 LiVSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744328 V2Hg2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550454 MoPH3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764741 Rb2VCuF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753321 Mn3O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228087 Li2TiCo3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557475 LiVWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559240 Ga2Te2MoO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1569484 Li9Cr4P4(CO7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-552567 KV(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226180 Ti4Fe2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778617 Sm2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777998 MgV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705680 K2CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-630859 TlCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760160 LiNi2(CO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177293 LiFe2P3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744691 Cr2HO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178286 MnV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756028 Li2CoCuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754559 K3ScV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753043 TiFe11O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1258028 V3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758583 CaMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174602 FePHC4(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104615 Tl5V3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176421 Mn3SnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179331 Ba8V7O22 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1079971 CaMn2(H2O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26228 CoHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19209 K3VH6C4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779006 Ga2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758391 Cr(AgO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26494 Li3Mn4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226936 ZnFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208041 Li4MnCo3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759969 MnCd4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175252 V2CuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561554 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19450 Na3ErV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760391 Li5V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1284090 CsCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754914 Cs3La(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757713 K2RbYV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557934 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753464 Ta2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200926 Li3FeNi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19430 Li4Mn3(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12822 LiMn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752774 NaFeAsO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19052 CeV2IO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774611 MoH2(CO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541918 Rb2Mn(Cl2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193024 Li3CrP2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214368 La2TcNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763344 AlNi3Se2ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-532540 VH7N2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218935 Ti3Mn2Ni(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554814 SmAg(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1575885 Li3VP2HO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-27877 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755951 V2PH10NO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302410 ZrCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764019 Li2U(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760250 MoH8N2O5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228382 NbVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568152 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559435 Na3MnBSO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208152 Li6Mn9O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104680 SrLaMnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211523 MgVSF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768607 Li4Mn3Sn(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867585 Li3Fe2(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-33857 Ba2Mn2Se2OF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19590 Mn3Nb6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
