mp-1196872 Li4Co(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567270 RbIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556361 Cr3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218575 K3V(SO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1180466 V2Zn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705354 Mn2SnC9BrO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765337 SrLaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770969 CaCrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18925 La7Nb3(W2O15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272688 Fe2Cu2Ge4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205190 Na2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18943 CaLaTaCrO6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-775022 SrFeSn(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770903 LiTi3V(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1186044 Th(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753567 Li3CoBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863371 LiVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3279 Ta9Mn11O34 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19021 LiCoBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761251 Co2C5SO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773140 SmV2BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756826 Ni2P2(C2O3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705154 TmWClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756210 Li(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559975 Mn3(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505168 MgV2(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16841 CaMnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199088 Li3Mn2Fe(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14025 Na4VS3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18765 Ba2Y2Co3CuO10 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1210896 LiFeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218798 RbNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-649492 SrV4(AgO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298274 Li2Ti3MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769542 Cr(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763178 Li6Mn15O32 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754887 V2H38S4(N2O9)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755163 NaV(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-557663 Na2MnSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1283096 CaCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752611 Sr7CaTi7MnO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214059 FePbC5N6O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554807 FeP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227689 Rb3DyV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780098 MgCr4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213697 Mn16Bi16O45 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22219 BaCaV4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1172918 Co3P2(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561060 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223496 Li2Mn3(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735488 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273212 Li2MnOF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765442 Na2FeCuF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226964 Hg2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1289672 CoTe2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754986 Ca2TiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19295 Ba3Nb2NiO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706566 La2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199538 Li2Cr3BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758248 Ho2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247693 V3(P3O10)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753011 MgFe(SiO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755905 FeSO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178771 Ba2Li3Y3(WO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757807 HoTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20090 K2Mo6H2Cl14O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764046 Mg(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224662 Li4Co3P4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559250 LiFe(SeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28775 Li3VP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760112 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760250 V4Ge13O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175359 Cs2SrV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19422 Bi2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223290 Ba2MnGe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768763 KCo2H3(SeO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765511 LiFeSi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101223 CsUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555993 La2TiNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193306 CrO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221286 NaLi2MnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16814 Ba3Y2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23565 Ba2NiMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27681 Sr2MnGaO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-631350 Li(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174749 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218213 Li4MnO2F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221040 Nd2TeMo6H38O43 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765310 KMg30FeO32 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-766132 NaCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219634 NaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776022 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504351 Li8MnCr3O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1096881 LiMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764063 MnZn4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221941 CsMnH5(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210465 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775199 Mg11Mn2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213529 Mg3Cr2(GeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-543110 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173616 V2Se2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1229243 Al8Zn3CoO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763610 Pr(MoO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217004 TbWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101006 ErMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765981 Li3Mn3(PO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1189906 CoP3H16N4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19359 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759940 Li2CoNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31760 MnWO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752552 Mn2Hg(CO)10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557923 Rb6U(Mo2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555748 Li6Mn5CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550468 Ba3CrO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540566 Ti3NiBi2(PbO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764019 Li2Fe4OF8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772563 MnTeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766025 Ca2NbCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1303920 VMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756409 Fe10O9F11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101309 YMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778253 Li3FeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226695 Al2V3(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17591 Mn2Hg(CO)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775267 Li2CoAgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-630867 Sr2MnCu2(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181609 LiCoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29112 VAg3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24758 LiMn(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768691 CaNi2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756816 Li2MnCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849631 Pr2Mo15O28 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196469 Li5Mn2Co2(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224533 CoCu2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651814 LiFeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18041 Na7Fe7P6(O8F)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557843 RbSc(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19167 Fe3Ni2Sb(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-553910 Li2Mn(SeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221998 LiV(SO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190827 VAgO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559242 V3Co(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211068 Mg2Nb2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111102 TiCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200379 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772586 DyMn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760974 Sr2V2Se3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173920 MgFe3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661502 Sr2Ni(SeO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079620 TmMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214637 MoH8(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227848 Fe5(P2O7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774509 Ni(IO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218456 V2Hg2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1105482 Fe2PO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191386 Sr2FeCu2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752650 Li9(FeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756107 Sr2MnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30201 CaLaMnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-782647 NaVMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753451 Li8Mn15NiO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204421 K(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756840 Ag2Te4MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-1335 LiTiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554275 KCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572621 K2LiMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5049 Li2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772665 Li4V3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174720 Ca5V3ClO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19292 LiMn2O3F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178001 VCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752578 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19479 Li6MnV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755406 Sr2MnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6098 K2Na4Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213675 CsNa5(FeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220977 V2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776272 Li2CrFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198239 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173624 CoF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756699 Li8Mn3Fe5(BO3)8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755037 Li2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504678 Mo2H12C4N2O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076428 Co2CN9(Cl2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214680 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210796 KSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208868 K2Mn2Zn4Si4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105112 Li8NiO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755842 Y6MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211738 LiMnPH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19450 Na2VPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176388 LiVFeP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-649091 Ca2TaCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769110 Li4Ti3Ni3(TeO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780974 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101535 Na4CrH6ClO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224483 Na2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759935 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-601377 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103556 Li3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176081 ZrMoWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199524 Ba2NiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704795 GaCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104590 Li2Fe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003312 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196925 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758150 ThCr(IO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559672 Cs2Mo5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223502 NiSeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22754 Li5FeOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674219 CsV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216362 CaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777536 CoSb(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770735 LiV(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19162 Li2MnSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272379 V2Ag(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849459 KMg2AlFeSi3(HO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756254 Li2CrSi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643427 MnH2SO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204008 K5HfIn(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213231 Li3NiAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198978 BaNi2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218332 SmBiW2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772552 NdP2H2(WO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764233 VFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176034 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18958 K2U(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216839 Li4Fe5Co3O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1219591 V2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1120820 K2ZnCr2(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19399 BaNb4(FeO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765999 BaV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200629 HoVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201992 Li3Fe4NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8656 Li3Cr3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179784 Na2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18907 Li2Mo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777480 Li2Ti3MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19894 MnZnPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753223 FeH4C3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274182 K4Mo3H4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18252 Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275592 CaV3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554226 KEr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774775 TiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769512 La2MgMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698703 Li5Fe3(SbO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204734 KMoPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218705 MnC5BrO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1641880 Mn3Cu2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1318790 Li8Cr3SbO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208672 CaCrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101736 Na7Li3V10O30 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275491 NaFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760911 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557947 Li3MnV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775326 KNi2H3(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21126 Li8VO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26045 V2NO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195400 Li3Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867734 LuVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201281 Ga2CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771091 Ti2MnZnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221950 TiMnH12(OF)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1282109 Li2AlNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753262 Na2VOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1183176 LiLa4MnO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-773321 Rb4Mo5(PO11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778728 Mg3FeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1173171 Tm2Mo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1316859 NaLa(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759597 LiV2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32244 Fe3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101268 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757842 UMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194207 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221392 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753624 CrHC7NO5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776635 Mo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203413 Li2MnVP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176576 Na2MoO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-752427 MnHC3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1099865 Ba4Fe2MoWO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177932 ZnCoTe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754932 NaV3(SO7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771954 K2UMo(IO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780202 Al2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-39647 Li4VP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213334 LiFeSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23064 LiVOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213014 Mg2Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562513 Ca(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559615 Mn(SbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198378 BaEu2CoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196184 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755415 Mn3Cr2(SiO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1228629 CrC5SO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272524 FeHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777558 CrReO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080749 Na2FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-14529 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1150 Li3Ti2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14348 NbCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221356 Li8Bi2(MoO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17335 RbV3Cd4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556508 FeC3SeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763205 CsNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556730 Rb2Mo(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216355 Li7V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31122 Li2Co3(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19215 Li4FeSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
