mp-1199268 K5In(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23785 MgCr(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177393 TbCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213277 Ba2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9184 Li6Fe(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772682 Dy2W2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174818 LiVSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753252 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770505 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767722 LiFe2(PO3)5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-849704 NaV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19042 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190827 Li4V3Sn3(TeO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19147 NaCrO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752972 Li6Co(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100698 Li7Mn(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776015 VPH5NO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101539 Ca3YMn3B4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-636950 AlCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215128 Tm2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641604 ZrCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18248 Al2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510558 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768645 CrAuO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1661826 Li2Fe2SiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194277 NaFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776272 Li2MnV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201772 LiVTe2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504184 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1016932 Na2Li2FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1572588 Zn2Fe(PO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-630880 Mo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216789 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19278 Er5(MoO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1204397 Li3Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759608 Y6WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272954 CrBi8O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204421 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561599 Mn(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221980 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559450 Co4Ge(CO)13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720258 KSbMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18160 Li2Mn3Si3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100619 NaCrNO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753142 Na3LiMo2(H6O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775930 TaVO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19175 LiNbFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-694869 MnPH2CO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642792 CaMnBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780325 SrCr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222672 Ag6Mo10O33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774938 Li2VO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753686 Li2CrSi3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-775864 BaMg2V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1638898 CaMnO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559242 Cs2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1206440 Li2(CoO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753454 Li4Ni(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201281 AlVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26403 Cs2Fe2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755692 LiFe2P2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556730 Er2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779274 ZnFe(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227629 Mn11Cu7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758775 Nb12WO33 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772029 RbPr(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1272966 SrV4(Bi3O10)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757214 FeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013911 CaVBiO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198818 Li3Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559085 TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504510 Li2AlVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24493 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27044 Gd2Hf2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753086 BaSrMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176693 Mg(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177516 Cr4OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1314709 CsFe2P5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175320 LiLa4MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12591 Sr3LaTa2(FeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753436 VPbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228534 CaLa3Mn4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758448 K2MoSeO6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1639205 Sr6Ti3FeO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19097 Li2V2SiGeO10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1217119 Ti2MnNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1276717 NiPtF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554919 K8Zr(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567273 Ca2Mn3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25445 Li2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-566257 KFe(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744929 Li4Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176847 V5F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776441 NaCaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770528 VSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758667 LiFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-972384 Mn2PO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756841 Sr2CoSbO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771344 Li2ZnFe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182650 Ti3V5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752506 SmTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195998 LiMn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762454 Rb4Th(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11993 CaTi4(FeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754419 Na9Li7V16O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769962 V2ZnO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-778616 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550206 Li2FeO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-26976 TiMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-4669 TbCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195001 Ba2LaMn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757314 Sr2CoSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1644899 BaCo2(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-851087 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-40630 MgMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1645141 ReWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780288 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697774 Li2Mn(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1227420 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-674948 Li2FeP2HO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755861 Rb2Mg2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759014 Fe5HO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-780099 Na4Th(WO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1120731 Na4Th(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756449 Ti(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20968 Li4Ti5Mn4O18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196979 Mn6O11F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19276 LiFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175271 Li2AlFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757185 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752913 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1639759 Li2(FeO2)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1190901 LiCo5O7F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-623924 KLiNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101573 Na9Sc(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211965 DyWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277660 Li6VO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849504 LaCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30205 Nd7V2BO17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15457 Li5Nb2Fe3O10 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1197826 Na2MoAs2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177936 Ba2Mg2Tl2Fe3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10460 ZnCr2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778768 CrBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753931 Ni4(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1175917 NaFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771881 MgMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19000 Li6Mn(FeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559430 CaFe2CoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562661 NaCo(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175183 Ba2MnGe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19287 LaVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177858 CaLa(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764401 Fe5O7F3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19127 Li4Ti2Mn3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761572 Li2U5MoO19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228103 V2P2H6PbO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557669 LiFe6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558376 Li4MnCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559672 La6Sm2V3Cr5O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211137 NiH5CN(ClO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104567 Cr4P7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561093 CaZrNbFeO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645159 Li7Mn4CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1188376 Fe2P2H6C2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201718 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761002 Li8Mn7Nb(PO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557020 LiCr2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765412 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10197 Na3VP3NO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776054 CaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196057 RbNa3Mo2H18O17 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-698721 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775018 CsY(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560774 K2HoPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18784 LiCo3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555354 Y2MnNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225160 Sr5V3H6(O3F8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767622 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645513 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765988 FeSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176631 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753909 Fe6Sn2(CO)23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1279062 FeBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753329 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558437 LiCoPHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752847 ErV2O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773598 VPPbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1286054 LiVSi4(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-646720 LiVFeP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224835 Zn2CrSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272719 Na5Y(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759310 LiVTeO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-671913 KMgV5(H8O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867658 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17982 Fe3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752814 VSbO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-30539 Sr9(NiO3)7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214832 Ba4Nb2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756502 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569484 Er10W2O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228163 RbY(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214582 K2RbPrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745016 BaCa(NiO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-618968 V3Zn7H3SO19 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1203207 V6O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100695 CrSb2H12(C2O)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540729 KLiEr2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10109 Li4(CoO2)9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203873 Li3MnCoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228399 Ba2SrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31908 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752550 Li2MnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218332 TiNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-997158 Ho5Cu(WO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867587 Li2MnCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203751 KLaCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216798 Ba5V3HO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560160 Na2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761234 KMnH2OF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182780 Na3Li3Fe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176676 ZnSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1147623 Li2Co(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555683 FePbO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20720 Na3LiV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18898 Sm2Hf2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079436 Na3MnO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-540969 K2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562513 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29100 Mn2Ni(BiO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209234 Na2TmMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757468 LiVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752776 LiCrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772183 Na4Mo(NO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177463 VH6(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212602 Sr2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510408 Li2Co2NiO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218286 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558757 MnCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765646 YCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757672 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18769 CeVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765588 V2Ni(TeO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-767679 NiBiAsO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19883 Li4V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762996 LiV3OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755105 VPbO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19453 V3Bi(PbO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771308 Cu2WO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1289268 Li4Mn3FeO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560575 MnH12C2NCl3O2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-625679 NaCaFe(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557843 VBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510568 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32471 Li2VCrP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554329 Mn12O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744639 TiMn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765775 Li2V2SiGeO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757854 Ba2Li3Y3(MoO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218828 Li3Fe(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850530 RbFe3P3(O4F3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759813 Fe6O5F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759567 Cr2TeO6 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-864958 Sr4LaFe2(CoO5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211333 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197703 TmWClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756712 SrCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771143 RbTm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755050 Sr2V4Te2H2O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19368 CsCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-865 LiV3(OF2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221374 Li6NiOF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221945 Rb2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562985 Sr2Li2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770968 Fe2CuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1309442 Sr2LaMn2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-24055 Cr2Hg2H2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756635 LiFeSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754255 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756340 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1293177 K3YV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208079 Mn3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-627151 Ta8Cr3O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1038339 Li2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180584 Li4Y3MnO8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1209807 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745257 NdFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850438 CsNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19197 NiH2SeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23718 Li7V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-14113 Li2VGa3O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1282570 Sm2TeMo6(H5O9)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173988 Sr5Ca3TiMn7O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755234 LaCoSbPbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227173 Ti3MnSb2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18914 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557229 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18845 CaMnAs2(H3O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19484 Li2U(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1295198 Li3SiNiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-626540 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557365 Sr2Ca6Mn7FeO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079620 Li5Ti2Mn3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173961 Li2VOF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178192 CrHg(PbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780295 Ba2Mn3(SeO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204562 MoH8N2O5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557105 Ca3CrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195880 Ba3MgV4O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557596 Li4Mn(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28465 Na5LiMn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771058 Li3MnF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
