mp-1193901 V16O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221047 V2Pb2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8897 Ba3V4O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1192126 BaCaCrF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173939 UV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775753 Li3MnCr2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18050 Cd(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-650954 Li2CrP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755167 FePH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219122 RbFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569717 Li5V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192710 Ba2TaFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555215 Hg2Mo5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616565 Mn2SnC9BrO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22242 NaVTeO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755514 CoHCO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756326 Sm2WO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218324 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198023 K8Hf(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761258 BaMo4(PO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193572 VOF Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-561273 VOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190411 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755129 Li7Mn(O2F)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-23565 Li2VFeP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212303 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1096875 Li3Mn2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203219 TiMnH12(OF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779355 FeSiP3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771012 FeBiO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221478 CoAuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757244 Na2Cd2Fe(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752977 NaLiV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175250 LiScMo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772023 Li7Fe3Sb(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765311 ScCr2Ag(H2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756985 LiVCO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203528 TlCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103970 KSbMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761940 CsEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768003 FeSi2C4(Cl3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697817 Ba5Gd8Mn4O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757317 K2CoH2(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756503 Na2Mo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176302 RbV2SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562548 Mn6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755851 LiCo(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003313 Mo3Cl7O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-3020 NaEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764397 Li2Mn4O3F8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1255447 BaVPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1171394 BaVSi2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1216355 V6O5F19 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-584942 Ba3DyUFeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-656887 Li3V4O7F5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1191264 NiH7C3NO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101504 Li3Mn2(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1281144 Li2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-632692 Li3V2F8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756242 Fe4O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218927 Li4V3(FeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209470 Cr3Si3Pb10(ClO12)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200869 MnPH2(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754890 Rb3FeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769471 CsCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765498 Li2FeO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-3340 Nb2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753374 LiVTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765768 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754952 Li5Nb2Fe3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173688 Li2Fe(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756388 LiTiVO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-743770 K2ZnCr2(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244594 Rb6U2Mo4O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561023 Li2MnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224359 Ba3V2O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216962 Fe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18837 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16994 Co3(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555102 CaFe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228881 V17Fe7(PbO11)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178891 VF5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1076213 Sc2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19360 MgFe(GeO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-698293 Rb6U2W4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-549237 Li3TiCo3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-763489 CeCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1318458 CoSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228483 MnNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204562 Li3Cr(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19284 SrCaMn2O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-744691 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19172 SrMo5O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542168 LiCr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12760 Li2Cr2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-777676 LiCr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542666 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753865 K2SrTh2(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100739 Rb2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214059 Li2Cr2P4H3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201127 CsEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-675087 LiMo4(P2O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753062 RbNa3Fe7(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195415 Mn2HgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200595 TiMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279231 Al5(NiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1248912 ScMn(BiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-851257 CsTb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756413 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505189 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217521 NaCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555994 Na9Fe(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1075987 LaCr4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222435 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3772 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756301 MnH12N2(Cl2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-584012 MnFe4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100902 Co3OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25196 TlCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560153 Na2MnP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1661854 CsFe5(MoO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173492 SmCr2O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505259 Li2FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24068 Na3CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698567 Er6MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18925 Li3Mn4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204708 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272303 Li6(NiO2)13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1282494 ZnCr(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759039 KMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697924 Zn(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21138 Mg3Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277084 Mn2CdO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756790 CaLaNbCoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754669 Ba5V5O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3075 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1036130 Cu2WO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219450 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283030 Li5MnO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225793 LiFe4(BO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1204069 CsMoF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25455 CrHg3O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761096 Ba3Sm2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541679 Cr2CoH20N6ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198357 Ba3Mo2(IO9)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-743645 Ba3SrCa2(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037015 Ba2TbV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559250 Sr2TaMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209985 BaSr(FeO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554334 BaY2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177837 Na2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735541 VCd2BiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212685 VFe(CuO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196196 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647969 TiFe3Bi3PbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209157 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773083 CsNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758805 Li5Fe2Co3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744816 Na2NiH6C4N4O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757152 Mn11ZnO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753390 Ba6Sr2CoCu7O20 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753986 Li2Co(PO3)5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757451 Co2SnC8SeO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754913 Li2Cr(CO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1105721 Li2FeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753644 LiV2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25310 Cd(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557772 V2P2H6PbO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111565 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177186 Cs2KCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6925 MgAlFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697556 Li3SiNiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3729 Na5Tb(WO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209472 MgMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1295695 Na3Ni2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567250 Na3V5H26O27 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758226 SmVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-601377 RbV3(SeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177748 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505405 TlV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23501 CrN6(ClO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1194285 Dy2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560793 V2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759138 Na9Sc(MoO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754284 Mg30CuNiO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19092 Li2VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1094138 LaTiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699660 NdCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228970 Li4Mn3Nb2V3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557105 LiCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774900 CrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779366 Na2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559172 DyCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759389 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24475 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754264 Li4V(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559518 K4MoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774155 Nd5Fe5As5O4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-644129 CrSbTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197162 LiLa(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752814 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556313 CaCeV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217943 VSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218289 NiSb3XeF23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558860 Ca10V6O25 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776294 Rb2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1299702 MoPNCl6O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193158 Li2Fe2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210317 Li2VO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756533 K2NaMnF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774360 BaCo2Sn4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198086 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780202 Pr2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111902 LiMn4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203172 VP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211082 La4MnS6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227933 V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850215 Mo12PH24C6N3O40 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273649 SmFePO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777296 NbV3Fe2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760338 Li2FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753531 CoP3H16N4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753225 Ba3In2MoO9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198270 KMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1244911 Mn2Cd3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227255 Y(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21395 KNiPH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757232 LiFeF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759165 Li4MnOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6641 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23716 Cd(FeO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1578402 Na2DyPWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1308540 LiCoPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774897 Li4V3Ni3(SnO8)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773126 Zn2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1280709 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101535 LiFeF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753438 Co2HgO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757692 Cr4AgBiO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770944 Li8Fe(O2F)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755234 Li2Co(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757910 MgMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20986 PrMo5O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227706 Ba2YbMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761051 TaZn2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1133299 BaTeMo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19321 ZnNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177498 Li2U(WO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758195 MnWO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227934 Na5LiFe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-622521 Bi7Mo2(AsO8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12054 Fe2H4O2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17901 Li3Co2(GeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752722 Rb6Co2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209248 YbAg(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1285223 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504678 KMnH4Cl3O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-947 NdReMoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-704102 Ni2C5(Cl2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-945 Li2MnV(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-17591 NiH2SeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757835 La7SmTiV7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213277 KNa2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758464 RbTm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-690560 Nd2TeMo6H38O43 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221917 NdMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177031 LiNbWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7825 Fe2B(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757297 Li3V4FeO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16882 Ca8V7ZnBiO28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765310 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198234 CsNa3U4(MoO10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849410 V2Cd(PO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753060 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761141 Mn2CdO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555626 Li4V3Fe5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298274 Na3Ni2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863361 KHo(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207739 LiMn3(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759700 RbCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31517 NiSeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223556 TlVTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30960 Hf(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778864 ZnNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780566 Li4Mn(BO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1285067 K(Mo2O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758811 BaMo3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776285 Ca2NiWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205048 Li4FeSb(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756873 K6Na2Pt(WO6)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772638 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219299 ZnCr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1305204 Mn(IO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203139 K(MoO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642787 SrCaMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176534 LiVFeP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19770 RbNd(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752917 Y2Cr3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753688 CoSb2Br2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756959 VBO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779784 KUVO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1078473 Ba3MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18950 K2NaMo(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221356 Mg4FeO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776223 Li2VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849499 Li2VPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744347 Li4MnCo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1016120 Rb2Mo(OF2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211726 Na2MnCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19184 K2Mo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1197826 CrH18C5(NO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
