mp-562767 KVH6SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176872 KFeH5(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1318458 MoF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775153 Na2LiFe(Si2O5)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-10508 K2RbHoV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765601 Li2V(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758193 MgCrSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559518 Li5Cr2Fe5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18969 KMnH5(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510408 VPO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556459 LiVF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706342 K2RbNdV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1357 Li3Mn2(SiO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18844 LiV2(OF)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756340 TaCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209247 Y10W2O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752612 Ca2MnAlO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18245 CaCo(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27479 K3V3(AsO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10314 NaCr4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209697 CrH6CN3ClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199318 Ca3Fe7(SiO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770940 Ni2BiB(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755677 Ca2VIrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20477 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211726 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19171 Y(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211929 Li2CoOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758902 FePHC4(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180439 Nd2Zr3(MoO4)9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-640147 Li3Co(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201096 Sr4Al6CrO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201214 Li5Mn2CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221217 BaFe(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227420 Li2Fe2Si2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561186 Ca2ZnFe(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076424 TiNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201217 TiFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684996 Li2Mn(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774679 Li2MnCoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752825 Li5V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224232 BaYCo4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209280 TiMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849717 LiCrPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561478 NaLi15V16O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775848 CrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25203 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-551219 Tl4V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560688 CoF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756694 Y(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-531323 Rb5FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752997 V2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177993 Ca3Si3(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754260 LiVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1307235 Ho5Cu(WO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-687091 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754642 LiVPO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771648 V2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753682 NaV(SiO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555962 Mn2GeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755460 LiTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32310 Nd5Te7MoCl3O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-16832 UV3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559155 AlV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176015 KCr2FeO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756993 Li4Nb2V3Cr3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275124 Li4CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753093 LiVNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25446 LiHo(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210436 VZnHPbO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210961 Li2Cu(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1286054 Rb3TbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211325 Li2Fe2(CO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1320757 Tl2CoP4(HO2)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221471 CsMnCrF6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1209294 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776474 Na2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26093 Mn2P2C12S(O2F3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23565 SrV4(Bi3O10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867603 CaNi3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1297665 Ca3V2(BiO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15999 K4Cr(NO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1289672 Fe(CO)5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176680 KNiH9(CO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554213 Fe(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-997161 RbSbMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202804 RbNbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9868 Li4Cr3Fe3(WO8)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754950 V2Cd6Se5O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863394 Co3Se4(ClO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213125 FeC7(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559600 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211717 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228534 LaCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210822 Na5Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505611 Li3Mn2(CoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1216344 SmTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192153 Mg11Mn2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625731 BaFe2S2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177894 Rb5Al(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201928 Ba2Ca3Tl2(NiO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757005 LiMnBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756841 V2PbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1641604 V2Zn3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101395 NaVZnP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212687 Tm2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19391 Mn(ReO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1290831 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704125 Fe2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760264 CaV5H19O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772646 Li4V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6423 LaMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9378 Mo12PH24C6N3O40 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21275 Li3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779348 VCuHPbO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176798 LiCoP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-5693 Li2Ni2SbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756015 ZnCoTe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752774 FeBiAsO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760293 Li2Fe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768898 Co4Ge(CO)13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760125 LiTiFeF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769018 CoPH21N5O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18734 Hf(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625744 Li(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756727 CaV2CoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111029 VOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-608016 Li3V3Cr2O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561180 NaLiMo(H2O3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559195 KLiLu2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-675392 Dy2W2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175518 NaV3P2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192455 Mg(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775973 Sr3V3BiO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-850999 V2Pb4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199601 FeMoClO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-780854 Li7Ni(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220749 BaFe4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196373 KMnP3HO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557365 Li5Ti2Mn3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217837 Na2MnInSi2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228103 Mo2H12C4N2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193035 Fe2W4S2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541493 V(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176928 CsV2S2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764774 PrCrTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224465 CaV2P2(H4O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-584129 Li2VCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757163 Li2Fe2(SiO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208167 FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561165 Li8Mn5O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780148 VCrP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753985 Na2CoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8638 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-698262 Na3Fe2P(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298274 MgMnB2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036089 LiMn2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758932 Sr2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753587 KFeC6(NO)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554326 TmWBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756199 Na2FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18940 Li9(FeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849767 Sr2Mn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554226 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756046 Na4Ni2C4SO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757198 TiNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753468 NaFeSO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558917 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759947 Sr2NiMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1114083 TbFe4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27624 ZnCr6Si2Pb10(O16F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211004 MoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705014 V3CoSb2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198390 Na3(NiO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215056 CaMn7O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19054 Li9Mn7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505766 Li2CoGeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850257 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755764 LiVPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555215 PrVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190493 ZnCu2(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214642 Sr3Ca6V7BiO28 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1316892 Na3CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557923 Ba3MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775211 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18915 BaTm2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-14679 LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776715 MnWO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178001 Li8Mn7Fe(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557676 Li4FeP6(HO2)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757214 Rb2U2WO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760807 V3AgO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760793 Li2V2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19000 K2Mn(SeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758099 Li2Fe(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1229147 LiTiFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560118 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760196 BaTlVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18845 MoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555988 MnSn3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201718 K4Mg(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199176 Ti2Co(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755861 CaFe3(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755818 V2ZnPbO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754728 BaFe2P2O7F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772682 Li4Mn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600211 Mo2H26C8N2O5F6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636950 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200365 Na2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771035 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178204 La2TiMnO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-12286 TmSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28775 CrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558250 LiCr2(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228074 CaV4(AgO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1312822 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223290 ErMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18487 Fe2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770527 LiVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194494 Li2VOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753014 Ba5V3HO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176707 FeB2C6(O3F4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561037 Li3Co2(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23785 V2Bi24O41 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12164 BaDy2MnO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29984 FeRu(NF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076131 V2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780655 MnBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558800 Fe2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756430 Li3(FeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764993 Li2FePHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196345 Li2V2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777737 NiH20S2(NO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758665 K5V9H20PtO37 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766101 MnH2(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764882 Rb3FeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205238 Li2AlCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759770 Li4FeCu3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219450 LaFe12O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191084 KCrClO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766125 Li3Fe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182627 Na2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195152 Li47(NiO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559004 FeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29173 RbSc(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706271 Li3Mn2Fe(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771308 Ca10V6O25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111102 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697744 NaLiV2O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758390 TiCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174842 Li3CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1303453 LiV3(OF3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211333 K2Mo(I2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763303 Mn3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744347 Li3(FeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199843 LaCrCuO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177950 Li4FeSi2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759509 U(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757606 MnBPbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215128 Ba5Tm8Ni4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744260 Sr2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212540 Li3V3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541148 VP2C4N3(ClF6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208138 U2Tl2Mo3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037040 NaLi2V3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177731 Li4Fe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753647 Cs2CoCu3F10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211306 Er6MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774174 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759834 Y2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200210 LaTaFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560917 Ba2VMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1280914 MnH8SN2O4F3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-563010 TiV2CrO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212259 Rb8Zr(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18827 Na2YPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754097 CuNi3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15834 Mn12O7F17 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1196559 MoH12Pd(NO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761001 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178815 LuMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603606 Li2Fe3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1311179 Li4CrTe(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100794 RbV(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-652229 Li2MnSi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1312200 Cs2Ti(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779301 Mn2Be3Tl2F12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554052 Na3PrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504651 Co4Pb(CO)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756558 SrDyCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557442 K2MoAs2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759438 K10Hf3Mo12PbO48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753537 MnGeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757718 K6Na2V2S7O30 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18906 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222330 NaFe(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755842 Li2FeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26025 MoH8N2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757107 Ca2FeCuSO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210722 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27150 Li3Fe2F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752550 Mn2OF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222059 Mn3Nb6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774828 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7747 Li2MnOF3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-742819 CsV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211809 Zr2Cr2F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175243 Mg(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769658 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1287556 Ca2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867647 RbV2SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
