mp-753489 Li3V2OF7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-771066 Li4MnCo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1003311 LiTiCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770386 Mn2Cr(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210978 Cr(AgO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770360 CrB3(HO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761152 Rb2MoP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1321088 K2Mo4O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771912 DyMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755125 VO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754571 HoMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760272 Ba2V3InO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867569 Cs2NaMoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758637 SrLa3MnCuO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780328 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23718 ZnCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223314 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752558 DyWClO4 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-755361 Nb2MoO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1190911 Li2TiCo2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19017 Na3FeH10C6O17 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744260 MnTe(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759181 Mn6O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-615173 Ba2Li3Y3(MoO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213353 VCuBi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-624691 LiCo(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1299496 MoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173982 BaCo2P2H2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704360 NaVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768729 La2NiRhO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650518 Li32Mn3Cr13O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752612 CsFe2F6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222368 Na2V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214937 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753127 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1540855 Fe2C4Cl2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764751 KTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104015 Li3Mn(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1288982 Rb2V(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540729 Na9Sc(MoO4)6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-17541 MgMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780759 KMnPH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25983 Rb2NaVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555215 TlV2I3O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778756 KNiH9(CO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079971 Ca2ZnFe(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541512 SrLaCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704959 ErMn4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558344 Li6Fe(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780295 Mg4FeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13694 RbTb(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755258 CrH6SO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209246 Li3V2F12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-600576 Co2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218517 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226305 Ba2MnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1281428 Li3V4O5F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218575 K2BiMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213413 BaSm2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18843 Ba2YCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1229013 MgFe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744948 LiCoPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755545 Li2TiCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765415 VBiPbO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867723 VReO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-997158 FeSi2C4(Cl3O2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19052 Li2AlCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100947 TiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743841 Li2V2SiGeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760355 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198786 KNbW2O9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-755073 Sr2Fe2Se2OF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849609 PrMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766099 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850215 Li2CoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-37779 V2Zn4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306804 Li2(NiO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2699 Sr3Ca5Mn8O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753828 Tl3V5O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764672 Li2Ti2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752907 KV4Ag11O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076600 LiVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-646599 CoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849733 KMnP3HO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221286 Li9Mn7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214859 SrCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176523 VPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554838 Rb2Mo2H4C4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3738 VPbO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224710 Ta2CrNO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26195 BaLi2NiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7725 Nb12WO33 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773099 Mg3MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1568137 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765626 Li4Si3NiO9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-558497 MoW11O36 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755762 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198533 Na5Co2As(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101433 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5561 K2LiIn(MoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1567250 Li2Mn3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756665 Li2MnFe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773177 LiFeOF2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-17427 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16553 RbMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100939 LiNbWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753313 Na2NiH20C12(N2O3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3915 BaCa(NiO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196996 MgCoO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560059 Ba3Y2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765593 V(AgO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556276 K5HfIn(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227848 Ca2Mo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177755 Li3Fe4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556508 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757633 MoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212049 Ca2VClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705024 Hg2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752542 MgFeF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761573 V2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173107 LiMn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753694 Nb2WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177837 Fe6Sn2(CO)23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775412 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555981 Ba2La6Mg4Ti3WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222340 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-674948 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197579 Mn19Fe17O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559604 Li3Co2(CO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099253 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772411 K2ZnCr2(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105560 CsUV3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774921 Li4Ni2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744996 V2B(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213622 TiNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212689 MgCoH16(ClO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616610 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764405 Sr2FeO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753536 MnH44C12N8(ClO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754915 Fe2Ni3H4(Se3O10)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1308819 Y2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753634 MnPH6NO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772529 Sr2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556292 Sr2FeMoNO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776414 Na2FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100750 Li2CrSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12044 BaVPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753103 Li3Mn2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704731 Li6NiOF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780465 CuWO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181739 Mg3Mn2(GeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19178 Co2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694947 CuBi(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754543 MnBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758671 Mn2Si(H2O3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19292 LiVTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28824 VCd2BiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558836 MoH12N3O5F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754923 DyMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1653694 Li(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767265 Rb5In(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558376 Na3VH6O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238696 Sr3Fe2(ClO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076418 Na3Ni2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758560 Li2Fe3Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753430 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758296 Li6Nb3Fe3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510725 Ca10V6O25 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217930 CaVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770678 LiY3WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758805 NaCoBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755372 Tb2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205311 Li2Co3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758995 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214357 Cs2LiMoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206631 Sr2Ni(SeO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27597 Mn(SbO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568152 CrGeSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753538 Fe2Te2SO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199960 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763248 Mg2Mn2(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222520 Sr3V3BiO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-618807 CrP2Pb5O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755509 CoPH21N5O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770839 Na3TbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-996995 RbV(IO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17822 Li4Ti2Mn3(Fe2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772670 V2Zn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556533 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757208 Mo(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757221 Sr2V2Se3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178212 Dy2Mo3H2Se2O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863078 Cr3Se2ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18853 NaV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196196 LaFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177903 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202222 KHo2Cu(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1075984 HfNi(OF)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775267 MnTeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757558 Cu3WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217766 VPO5 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-29146 VBi(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753688 Ca2MnSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-696335 La2TiNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1567940 LiV(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076637 Li8CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227000 Na3Cr2P2O8F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19230 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19224 K2NiP4(HO2)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776062 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765917 Cs2Te(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9392 Li5V3Cr2O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770844 Na2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557235 Li3V(H4O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195120 MnCdO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180291 Ca3MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867719 Li2CoGeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752557 VSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1287556 Mn(PbO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192570 LiVSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775336 MnSO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282826 CoO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1662219 K2Co(SeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173624 Bi14Mo5O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176443 Li5Mn2V5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211004 Na3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12771 LiVF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211854 LiMnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202595 Ga2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213830 LiVFeP2(HO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754635 Ca3FeRhO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1201977 FeMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17502 ScCr2Ag(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759988 Cr3InO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211701 LiVCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850232 LiTiCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766704 LiV(OF)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-943469 Y2MoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-763482 YTl5Co2(NO2)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744690 InCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557144 NaLi5Fe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771054 VOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177532 MnO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766083 NdMoO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1105709 CoSb(PO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1204398 V2Pb3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556966 Li3Mn3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25321 LiNi(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210475 KNbWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562835 LiMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770735 Na4CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505424 Ni(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1308212 Y2MnCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762930 ErVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19172 Li3FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559445 LaNi4(BiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752964 Li4Fe3(NiO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19466 Ba2AlTlV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771269 MnP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211425 SrCaMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752738 Ba2MnWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-686949 Na3Co2SbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560167 Ce2W4S3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218467 KMo4AsO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1271282 Mn(HO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772640 Ba4Nb2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222345 Li3Fe3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554340 ErSbMo2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1097033 K2Th(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198790 Li3VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173622 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22076 LiTiMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704125 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759771 RbMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-552051 LiMnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752844 MgCo(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194049 Cr2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1233 V3P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218741 TaTiFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24069 RbEr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175321 K4MoWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176488 BaCaVF7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-22285 La7SmMn3Fe5O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757804 V2Cd2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218332 Ho5Cu(WO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756363 Li5Mn6(BO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29984 Li14Cr2N8O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1038136 VAgO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753259 BaSrNiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-30084 AlFe3F15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555373 Li2Fe3F8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757268 Li2MnCr(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761172 LiMnP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556603 NdAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752912 Be3Tl2Ni2F12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3619 LiCoPO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-647768 Cs4BaV6O18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753613 SrLaMnO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238483 Li2V3O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290806 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-631247 SrMoAsH3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755851 Li2Mn3(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561778 Ba2Fe2Se2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177493 Co2BiB(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1287184 Na3VH11IO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698432 Rb5Er(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780500 RbBaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195428 CsV(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227869 TmFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302410 Rb2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1038542 MoP4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
