mp-1176091 Li5TiMn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078182 Mg10(Fe3O8)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216303 Nd2W2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194659 Sr16Mn8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775437 Co3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222049 Li4V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1212309 MgCo2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753178 NiPbO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219587 MgFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214547 CaV2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179407 Hf3NiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037407 Zn3Co2(GeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752958 NiO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555031 VH7N2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1297758 Co6P7O24 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752988 K5Te2Mo6H18NO36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192111 Rb2Cr3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757613 Li6MnO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18992 Li5Ni2O2F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850929 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226180 Co2As2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661313 MoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758220 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756204 MnAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760174 LiFe(Si2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760322 Li3VOF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753613 MgAl8Fe3(PO5)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697556 Li4Mn3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752971 LiMnSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277814 LiCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199200 CaCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211622 TmMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603406 ZnBiMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755365 LaZnFeNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8484 CaPr(NiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562513 RbVSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181631 Li5MnO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753220 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763497 CoO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760355 BaBi2(MoO4)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-7986 Cs3Pr(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753078 SrMgV2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177705 V2Sn4H24C8O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18990 Fe3O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198514 Li2VOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-531643 Li2NbCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1318612 NaFePO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-647813 Li4Y3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217238 CrHg3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279231 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771766 Li4Cu3WO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764887 Mo2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1644899 Li4Mn3Fe2Ni3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213524 LiVTe2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753393 Mn6HO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22697 K3TmV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758521 Li3Fe(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-532050 CrNF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111694 Zn3FeP3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206631 Li2Mn3O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554745 Yb2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771129 V2Ag6As2O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768837 Sr18Fe18O47 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759561 Mn2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504994 CsFe(SO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759514 Li2V3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757033 Na2Zn11(MoO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174382 V2S2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651106 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037022 Cs2Ti(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768474 LiMo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191064 Re2NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757108 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779475 Tl2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780087 BaTe2Mo2(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561186 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182481 CoSb2Br2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179002 Al2FeO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-769725 Ba3Dy2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25455 Li3V2FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203971 NaSbMoO5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757214 Al2Fe(PO9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778306 RbCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-637244 Li2Mn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206497 MnC5(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558281 YCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626316 Ga2CoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-623924 LiV3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775272 TiTlWO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753529 Na3Co2SbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-849463 RbMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-3742 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199670 K2P4PtWClO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298274 Li4Ti2Nb3Ni3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195152 Ca8Ti3Mn5O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192587 Rb8Th(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194022 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557217 Li2TiCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850438 KVH4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221450 Ti(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765139 NdReMoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770901 Zn2NiWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1282857 VZn2IO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705039 Co5BiO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753093 Mo6H24C8N2O19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1113729 Mn3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752789 Li3V4O11F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-745150 Na4MoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176146 VB(PbO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210635 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759125 NaNiAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283181 MnTe2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-32309 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213049 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780793 Na3Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-30153 CaZrNbFeO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863393 Fe8H10O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849321 RbGd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078132 Ba2YNi3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755073 K2MnP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1105402 V3HPb5O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752524 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758388 Ca10V6O25 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175294 Li9Mn7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754051 HfTl8(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767351 CrSb3Pb4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762012 Li4Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755125 K2Mo2H4C4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224205 LiCr3(FeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757210 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-29188 K3Sc(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217119 NdCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17541 CaMn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1303958 Li5Nb2Co3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542979 BaYbCo4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1309784 Tb2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755725 Sr2CoSi2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1196184 MnNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182534 Na3V2PO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757018 CaV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-505147 Li4MnSn(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177945 LiNbFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1190505 CrO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1290806 Li5Cr2Co3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704100 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540582 Fe2B2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756193 V2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560902 Al2CoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1191914 V2Cu3H6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774976 CsLu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754147 SmMoO4F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-20569 Li6MnO3F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26576 ErMoO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19314 Cr3NiTe2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754683 CoTeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554998 CrCuPPb2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178874 Li3CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849588 Ca(NiO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-26461 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218935 Rb2U(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752488 KNaV6(PbO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224220 Li2Mn3CuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26957 Nd7V(Se2O)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200495 Li3Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572487 Li6V5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176239 CaZrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540314 Li2VGa3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19232 PrAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706271 NaCaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743872 CaFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1647131 Ho2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228643 AlFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209549 BaSrMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221035 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1650669 ZnFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227721 SrMoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763178 Li3MnOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756574 CrBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174393 Fe(BO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213231 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625883 Dy2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101657 Li2Ti3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772640 LiTi2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760911 Li5Fe(P2O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1036154 LiAlCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756450 Co2H36N13Cl5O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753612 K3NaCr2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754330 VTeH11(NO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193020 Sr2VBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275484 Ni2C5(Cl2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774419 CoBH18Br2(N3F2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759782 Ba2Li3Y3(MoO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759965 Ti3V5O16 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-780773 SmVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226766 Li2AlCr2SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542535 Sr2YCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195522 V2Bi8O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19148 NaLi2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-549671 Fe3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850905 KFe(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761066 K8V2(S2O9)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1539213 Sr4Mn3BO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205113 Li2MnCuO4 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-555417 Li3Co2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26924 MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758095 Ca3MnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-531942 Bi2Mo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760238 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174060 LiMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205440 VCd2BiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558070 Sr3Ca6V7BiO28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759642 Li4Fe3(OF3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-126 Li5FeO3F Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1570361 Ce(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174718 LiMn3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176528 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753014 NaVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761104 Na4Mo(NO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217519 Li2FePO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558356 V2Fe3Ni(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32244 Dy2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175169 TbTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003402 YV(SeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766830 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755701 Ba3Nb2NiO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1287641 Na5Mn3S4(O4F)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19379 Li3Mn2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1147652 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764057 FeH4(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178498 Mn2SnC9BrO9 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-756918 LiTi2VO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-552567 CrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753609 CaFeO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213125 BaMoI4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1569682 CrAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779296 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19083 CrOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212243 LiMnPH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764977 Gd3FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772456 Ti4Mn2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21275 Zn3Cr2(GeO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-543110 Li3CoNi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190897 CoH8C4(NO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-640883 BaCuWO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210136 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177139 ZnCr2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558369 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556966 Na(CoO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1040497 Al2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562862 TiV2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752631 Ag6Mo2ClO7F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1244635 RbY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1299496 MnOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743645 Mn2Nb4Zn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1017466 UAg2(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218213 LiMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205218 Li6VO5F Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1276532 La3FeW(SO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213334 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555102 Fe(CO)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555885 NaVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771015 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19270 Sr2TaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1294817 Li4Mn2TeWO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-630880 NaMn3F10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764274 LiMnSiO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-18753 Cr(CO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560175 Cr(PO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761125 HoCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1648171 MgFe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765735 KTh2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198002 Ca(NiO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849459 Li2Fe3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26219 Mn2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12610 RbBi(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176519 Na2MnCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754264 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1578402 Ho2(WO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754793 ErCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275809 KVO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1579553 Rb2CrF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540842 Fe(ClO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19305 Ba2Mn3(AsO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18845 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757406 RbMoIO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1278696 Ta2MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175375 FeSi2C4(Cl3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103970 VMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195240 Dy2Mo3H2Se2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1016119 LiNiP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757179 Rb2Zn2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-626701 Co2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218828 Na3CrBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096960 RbV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-585177 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173880 LiV2(PO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211137 CoTeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218905 KZrVF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760112 LiVPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762521 Ta2CrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31629 Li2Mn2F7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560573 Cs8Zr(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555665 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-976313 Li4Mn3CuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562548 Li8(CoO2)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227934 Li2Ti3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760950 Mn3Al(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1147691 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559931 KVS2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762265 VZnO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19521 Li2TiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
