mp-777279 U(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505153 Al8Zn3CoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-696217 ZnMo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211353 HoFe4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780155 CaMn4O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1036036 Li3Al2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753694 Nb4Mo6I22O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104265 K3NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19108 CrCuAsPb2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173492 Sr2V2Se3O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18793 NbV3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1013577 NaV3(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198646 Li4TiV5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1293037 Cs2Cd2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1283030 ZnCr2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213125 FeO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175905 K3TmV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753993 NaFePH2(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192505 Ca2LaMn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758633 Cs4V2S4O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556603 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777618 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775753 MnV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753927 LiIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756667 TiCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771078 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555912 ThCd(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557238 ScCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775331 Mn2ZnH12(NO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196872 Na(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194895 K2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776428 Na2CoAuF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23388 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-551219 KCeFeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767644 Na2MnH4(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218645 RbEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228348 Co3(P3O10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7384 CaCr2F12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779250 Li5V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211736 Ba4CaFe4Cu2F28 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770948 CaLaFeSnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10468 LaNiAsO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560630 Li11V6O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1648759 LiFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780191 MnGa2P3H4NO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209740 NaZnMoHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1075976 MgCr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201039 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849295 NaCo(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559606 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555417 Co4Si(CO)14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867519 La7SmMn7FeO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21874 Li4Mn3Nb2V3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779755 CsFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10905 LiZnCr3(SO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177336 Li3MnOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227627 La4Fe(NiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193056 Li7Ni(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780460 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764345 FeTe(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752789 LiCoBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003322 NaFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1154753 AlCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762018 CrCdO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103970 MgFe(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540864 Li4Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-571 Li2MnOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29142 Sr4Al6MoO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756959 Sr9LuV7O28 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661570 V2Cu3Pb(ClO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-715262 Ca2TiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221015 LiNbFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777764 Na3NdV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-608016 Ba2CoSi2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-510568 KCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24036 Li4MnCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4949 LaMgTiFeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753791 Co3SnC12ClO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223350 HfV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555327 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540685 Na6MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530628 Li5Ni2O2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771701 CaMo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556847 Mo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209888 Li6MnFe5(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753664 Ba3Fe2Br2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1094147 KLiTb2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755339 Sm2WO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753929 Na2ErMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26948 RbNa2CoF6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-18996 Sr5V3O12F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754748 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753554 Li2MnO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17071 FeAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13150 Na6Fe3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037497 La3FeW(SO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101538 RbSbMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772865 Mg14MnAlO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753814 Li3NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557676 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697226 RbGd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754305 Sr2Mn3P4(HO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228485 Ti2MnNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758277 Li3MnCoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16814 Li2CuNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1062939 La3Mo4O16F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096960 CsY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771007 Fe4P3H4NO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19359 Cr2(SiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754670 Li2VCr(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225952 Cr(CO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560259 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-38802 Sr2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561541 Na2Ca17V2(PO4)14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554313 Fe6Sn2(CO)23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1288155 DyAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211565 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766677 MoP4O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753155 Na2Hf(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756409 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661502 Fe4O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1239492 La2CoNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777549 Li6Mn5CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076384 NiMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26838 Li4Mn3Nb3(SbO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776180 ErVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3394 LaV3O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1176890 Ga2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760849 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626495 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757007 VCrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-867557 NiPbO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558897 LiFeOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27222 VZnH14(O2F)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771332 Li2AlCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560330 LiV2(CO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761449 Rb2Mo3SeO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14043 Sr2Co(ClO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697556 CaCrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202850 Cr3NO8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1259496 Ni(XeF7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510308 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26854 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572159 LiCoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768763 Ca4Al5CrSi6(HO13)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753547 V2Bi24O41 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754098 Li3VCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211702 VCrSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222675 Li2Ti3CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581324 LiFe2P2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743587 NbCo(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194599 BaFe2F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207869 Na3VPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-585332 MgCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645272 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555913 BaFe2(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202861 Hg2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850407 Ga2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755088 Sr3LaMn4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214013 Li3Fe3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30240 Na2NiPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777408 Li4Mo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211379 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616566 Zn2CrWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766005 KMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213277 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19175 BaMg30VO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100633 CsCr(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651106 Fe2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18832 K3V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772044 VO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756328 Ti2Fe(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195983 Sm2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190931 MnVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-21798 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32686 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554807 K3VCO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174821 Cr(PO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756154 CoSn2(OF)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221075 Na3LiMo2(H6O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-584129 RbYb(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174814 MgMn(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752984 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760933 CoO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683668 AlNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761573 Li2CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26992 TiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173880 BaCo2(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1181628 CoH12(ClO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1175152 Mg2Ni9O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1147777 Fe3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22421 NaFeSO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764791 CaCrBi12(Mo2O17)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198748 Mg3Fe3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218702 Cs2NaCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218145 Ca2V2PbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223484 KV3(PbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078969 Li5NiOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744181 SrCrF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753374 CsPr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225084 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770386 K3HoV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-735504 Na3Co2SbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-675580 Na2MnCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705362 Li2CrO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-752409 Fe(TeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224359 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1038037 Ca2MnP2(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758039 MnH2SeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759810 Li4Cr3GaO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774835 Li2MnSO4F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24250 RbEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227721 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198234 YVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759660 Li2Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228794 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775339 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-674948 Li2VCr3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1220201 CoH2SeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697800 V2Bi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-641191 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-545469 LiV2(CO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779021 FeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1002572 NaFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764344 Li4Mn3Fe(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780499 Rb4Mo5H4Se2O23 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-42264 Li2NiCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175671 Ti2Co(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1336 Sr2MnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754873 LiFeSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1291753 Li3FeBO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101364 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223817 Cs3Mo2(O2F)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1246700 Li4Fe5CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-690522 Co2HgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217203 KMnH4Cl3O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27003 CrF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276209 Zn3Mo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302887 TmWClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197647 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26869 Li2Mn3O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766099 CaLa2Ti2Mn2O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180982 K2Mo(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752830 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174922 FeCuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275491 V2PbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177768 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1283181 Ni4P2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775017 FeH24C6(IO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756356 Ni15O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758865 Ca2YAs(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1239441 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757646 Li6Ti8Ni(PO5)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19275 Cr2FeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-649632 LiCrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757813 Cs5Mo8P(H3O16)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18901 CsV3(TeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1308212 Li9V6(P8O29)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779056 NaCa2Mg2V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759533 Tb2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1279318 LiV3Zn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190475 Sr2NiMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757151 KVOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219781 Sr5Ca3Mn6(FeO10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770036 Na2TbMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22733 CsNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764057 Na2V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298053 Na3CrH14(C3O8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1322215 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541256 V5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755501 CaV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210997 VSO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176325 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218963 Fe4O7F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561567 K5HfIn(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200387 Sr2VClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752702 Na(CoO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204976 LiVP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770559 LiNiAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-943492 CoH16C4(NO)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104788 Li4Mn3V3Cr2O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19363 Na4CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25455 CsY(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21138 Li2MnV(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26317 K2RbGdV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036997 Li3MnBAsO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208466 TiMn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7845 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755113 CrOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210016 KVH4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753538 K2Cr2AsHO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1179980 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180537 Li3Mn2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641568 SrFeP(O2F)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-779228 Li24Mn7Cr5O36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760228 SrV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-377 LaSm(NiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755622 KDy(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752788 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-13187 Li2CuNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1645329 CrO Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100936 CoAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753469 Rb2MnF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213933 LiCr2O4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-541493 Ni(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766831 Li4V5(Fe2O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760061 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772965 KFe(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100494 ZnGaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-573231 CrReO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771009 TbAg(WO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1198614 V2NiO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
