mp-765498 Na3NiBSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1271532 Cr(PO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22526 ScCr2Ag(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198857 Sr2YTlCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850901 Na2CrSiCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764171 Ni3OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-746324 Rb2MnV2(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227420 LiMnPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754159 TlIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768843 Fe2H10Cl6O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19085 Ba2MnWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759788 Cr3Co2As2(CO)20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754143 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554700 Ba2Mn(AsO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554839 K3V2P2O8F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766547 K2CrSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19338 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214599 LiVP4(H2O3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757120 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753381 LiVPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210927 Na3Li(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194597 K5Mo4O14F Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753262 BaV(AsO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1663326 CoB4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754255 Sr3NiPtO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757968 Rb2Mo(IO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759533 Li2Mo(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1102092 Li2CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177499 MoPbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756831 Li3Mn2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753333 Li2FeOF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196754 Li3AlCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684724 SrCo(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772563 MnFeCo(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758958 Na2TiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1247660 Li3NiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101208 KBaV3Cd2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763247 LiVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554148 Cs3Pr(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754617 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-756840 MnPH4N(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651279 Li3V3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774243 LiCrSnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774920 Li8Fe(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753430 Li9Co7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774791 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227854 KNaMnO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-774815 Ba5Eu5(Fe5O13)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178308 CsFe(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19094 Li2TiCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18473 Li2VCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1232333 LaCoPO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17967 NaCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867558 Li4Nb3Fe3(SbO8)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753579 Rb2Ti(WO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1190856 Na5Li(Mo3O10)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776297 Pr2B2MoO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211092 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780482 Ti2CoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775296 Li4Ti3V3(FeO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776389 NaNdMgWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1298274 Ba2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18718 Rb2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205043 V2P2H6PbO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218756 CrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198646 LiVSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1304346 Li3TiCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200083 Li2CrSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761157 Fe2C9O7F4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18897 Sc2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540566 CaV4(AgO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272954 CoAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758638 VBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775301 Fe2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105952 Rb2MoSeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195132 Si4MoH36C12(NO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561500 KTbCr2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210276 KMnH5(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863394 Ho2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755571 Na4NiP2O7F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100906 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759362 Li2MnOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19116 Li4Mn7(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279252 Ba4Fe2MoWO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558968 Mn2P2C12S(O2F3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9173 BaYMn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221792 KTh2V3O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753617 Li2Mg2MnFe(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775933 Na3CrPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767620 Sr2LaMnCoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10115 KDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204982 ThV2H4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190858 K2CrH2Cl5O Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196197 Li3Mn3(PO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1205471 Li3MnF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766832 KNa7V8O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194736 LiFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209133 SrNdCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180191 Mg5Co19O32 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-648164 VN3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16967 Mn3CoNi2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-653 Li3Mn2P4HO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210883 K3NaCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766025 CsMoAsH2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204985 TaMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757411 LiMnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559563 Na2Zn11(MoO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195447 V4(OF3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765471 Li6AlFeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1641016 Li2VBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21018 LiV(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224086 CrH18C5(NO)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757397 LiIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-152 TiV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704608 LiMoH6NO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744755 VSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756381 La3CoW(SO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10954 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556487 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208045 Sr2MnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202287 Li4Mn3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2204 Li6NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226968 RbIn(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1304294 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199422 LiNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18880 CaCoNi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772426 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215128 Li2Co2SnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755965 Li6Mn17O40 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754748 FeSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201718 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19447 Li3Cr2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778991 KFe2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200993 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-851096 SrCr2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076769 NaAl5FeP4(H5O12)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7662 Li2Fe2SiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1172918 KMn2(MoO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753252 CsMoF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760954 CsY(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850339 FeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769631 Fe2P2H6C2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212309 NiWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770957 Na3Co(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-605091 Na3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706235 Mn2Zn3(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18233 Sr4Al6MoO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755739 Hf(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18937 Li7Co(OF)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758264 Co4B6O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19212 Li3V5O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753644 VAg2AsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037136 LiV(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760357 LiMnAsO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277038 BaMoI4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223629 Li2CrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-695780 V3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1286841 DyMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849771 Tl2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-4669 TmCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768683 Li3MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-546989 CsVSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199703 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756068 LaCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197761 CaMo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771204 LiV3Zn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867517 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1132757 BaMo3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764733 Sr7CaFe7CoO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753494 VCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780500 Fe7(OF3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210849 Li3MnCoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174346 Al2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760313 Ho2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759304 Mn(AsO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756863 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755304 MgMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697878 Na2Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218391 TiMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-9754 Sr4Mn3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555930 Li3V(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175553 Mg2Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037015 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226781 Ba3Mn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756053 Sr2YCu2MoO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196345 KVH4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226964 Li3Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697924 KSb(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-7384 Ca8Al11Fe(Si3O13)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218351 TlV3Cd4O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-39483 Fe2GeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779778 Eu2Hf2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209982 Co3Bi(CO)9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764759 Sr2V2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221077 Li2CoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769646 Li2TiCo2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179306 Li2VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757930 Y2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200418 Li3V2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505263 Ba3Tb2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078969 SrLa2Mn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557931 Li2TiVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755668 Li2TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773197 FeP3H18C6(SO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771824 Li4Mn3Nb2Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177185 Ba2Mn3(AsO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776285 Li3CrPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752965 Li7Mn4CoO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19189 Rb2MoAuF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218902 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756204 LiVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753062 Li4Co(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755984 K5Sm(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1316653 VZn2SbO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757246 Li4Cr3GaO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-550944 Li2Mo4O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772649 Mn3Zn(FeO2)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227840 Li4Fe3Co3(TeO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755329 SmCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755905 Ca2FeSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772590 ErCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211754 Li4CrFe3O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-17502 HfMnO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1197420 Mg6CrCO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558816 RbMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768485 SmTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-714931 Ni(NF7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223617 SrCaMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182419 Zr7VO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176658 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-31123 Cs2KCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176407 CoH2Cl2O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1103895 K2Rb4Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19424 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208141 Li10Ni4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558070 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555215 Cr2H8N2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211686 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-33857 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076580 Li3MnFeCo(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561519 Li3Mn(SbO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645743 LiFe2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558952 Ti2MnZnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222140 CoBP2HPbO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21791 Li4TiCo5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765149 BaEu2Mn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767644 U(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101303 Ti2Cr(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214582 RbVH4(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218846 MgMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193122 Mn2V2PbO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554750 V3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778931 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19021 Cs2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19590 MoH2Cl2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773188 Mn6O5F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037121 CsVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558147 Na2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218175 Co2BP3(H3O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1101185 Rb3CoO2 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1284649 Ni(RhO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218440 MnH2SO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213681 Na3VSi4(HO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684942 TmWBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26181 Fe3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27913 CoHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759350 ThV2SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222830 Rb5Gd(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1226197 V3Co(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25948 TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558324 Na2Zr(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205671 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541520 VAg2PO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174403 NiSO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22136 Li2Ti3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753909 LiMn2OF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752427 Mn6HO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759120 Na3CrBAsO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201338 Li3FeOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-41473 CaLa2MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1012835 V2Ni2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3070 Li2Mn3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209246 Li5(NiO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228970 BaLuFeCuO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554340 Li2NiH12(SO7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755249 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758022 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541211 K4Mo5H4Se2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780087 CrCo3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-26400 LiVTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211704 CaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764002 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560774 SrLaMnO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201217 V4CrNiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192358 BaMoSeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177904 LiMo2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778088 La2Mo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555994 Li4Ti4V4CoO18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212049 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752488 LaMgMnFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850973 Co21Cu3O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209544 LiMn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755963 Rb2TlCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-746778 Li2Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211510 Li3Fe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212348 K2Be2NiH6F8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176731 LiCoPO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-773176 U(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214095 MnH2(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765415 KNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191043 Na2NiCSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
