mp-1203622 K2RbLaV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28824 Ca3Mn2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-540788 Mn(AsO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18937 Li4MnCo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1203089 Sr2VBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554275 K3V3(AsO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26989 SrV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1080591 Rb2U2WO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-2921 YV2BiO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18494 DyCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199552 FePH5NO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209276 Li3MnCoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775199 MoH8S2(NO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-600168 Ca3MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758125 LiFePO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-32311 Be(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779089 Na5MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210896 Co2H36N13Cl5O3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-2157 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-637244 K4Mo2H6S2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780869 Rb5FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554492 Zn(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25948 LiCrSnO4 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1520170 PrMg(NiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699914 CoH18C2(NO)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756154 Tl2MoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19376 PrMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192851 Li11Co12(PO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228210 VH8N2O5F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-765618 Sr3Fe2Ag2S2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28775 Co2SnC8(ClO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849767 NdVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554535 Li3V(FeO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-545522 Ni(BO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562226 LiMn4O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1199703 Mg2TaCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037040 LiV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1306952 Rh2WO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1206377 LiFe4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763610 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200042 Na4MoS3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176521 ZnCo(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1646544 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641016 Li2V3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202181 V2Cu3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752750 Bi2Mo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26948 Li2CoP2O7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-744631 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755365 Rb2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643561 NaMoPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217668 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540602 ScVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18727 Li4Mn(Ni2O5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-22417 LiV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770752 Li3Zn2Fe19O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176152 Li4TiV3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19590 Li3Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755566 Li3Mn2FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9190 Ba3Co3Te(PO7)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1638873 Cs4Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221048 Co4Mo4O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759794 HoMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297824 Ba2NiMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510015 SrNiO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-1335 BaMn4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765466 Cu2MoSeO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1264233 ZnCrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661313 Mn2NbV3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867597 CsMnH4(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225445 SrCaNbCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199642 LiAlNi3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211704 Mn2SnC9ClO9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1211929 NaLiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192576 Li2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226180 MoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177431 Mg3Co2(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760260 Li3Mn(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769634 MgNi(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214290 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29188 Rb2Mo3SO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758762 V2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754303 Mg2TaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759801 Li2TiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276717 MoSO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541993 Sr2CrWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772518 FeAuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19388 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756015 KLiMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228167 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204397 TiFe3Cu2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-41963 Li3CrP2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1278660 Zn3Co2(SiO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-744463 V2Te2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176841 Na4Co2C4SO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-624691 Cr3Co2As2(CO)20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757614 Li3Fe10O7F9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756322 SrLaTiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559316 Co3(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210092 K6Na2Fe7O38 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036995 Li2VOF4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-746324 Te4Mo(OF4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562216 Na4Mo(NO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560671 CoH12CN5O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1013565 KCoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100935 Rb2CoP4(HO2)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226075 RbFeF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218597 CsV3(TeO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-851103 BaSr4(FeO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772668 V2AgP3O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218645 Rb6U(Mo2O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540767 LiAlNiO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218775 LiFe2(ClO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17450 Fe10O19F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752944 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752712 Li5FeO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849291 NaFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2980 LiMn(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214969 Mg2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755545 CsDy(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1647131 Li2MnOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037563 Li3CoPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176388 CrCuAsPb2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1277038 LiFeP3H8O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757611 NaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554767 Li3NiOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752810 Ca6V3Fe7O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193798 KVSO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1212774 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209114 Ni5Ge(BO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209758 FePHC4(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173171 Sr2FeOsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770659 NdSbMo2O9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-26025 YSbMo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224835 Ca2TaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213014 V2Zn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704360 Na2TmPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225991 Na3Mn20O40 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174732 Li4VO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-16059 ZrFeP3PbO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759934 K10Zr3Cd(MoO4)12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770737 Ca2Ta2FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208045 Sm2Mn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10905 VAgSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225181 Li2FeOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-549671 Ba2CaV2(P2O9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780202 Li6CoCu3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2652 Mn3OF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-17950 LaFe4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32244 Li2CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752650 Na2CaV12O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221539 Ti2CrO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222089 Li2MnV(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178771 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757198 AlCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556249 LuVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778667 Sr2MgMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755509 Dy2Mn(GeO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1281428 VBiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181254 CaMnO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-311 Fe3(BrO2)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744193 CaLaMnFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201686 Li3Fe2P4HO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-996948 LiVP2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755513 KV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551219 Nd2(MoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756362 CoSn2H12(OF)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209599 LiInMo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195152 Li5Fe3(SbO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760391 KMgIn(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27806 Ba3V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772627 Li3MnOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21179 Li4Mn3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-605437 Li2VP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772563 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26227 Ba2Fe2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-687091 CoPdN5Cl5O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197761 LiV(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19039 BaV2H2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560154 Li2MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217119 LiNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12122 TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770912 K2MoO2F5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757374 MnC4NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542168 Pr2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778284 Li4TiMn2Ni3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752823 Ti(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757297 MnAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754156 RbSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562584 Co3CuH56(SO11)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773176 VCd2PO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645159 K2NiC4(SO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10098 CaLaMnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2456 MgFe4NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228087 Li3Y(NiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753613 KRb2CoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207646 LiNbFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849460 ScMo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558005 V2Fe(CuO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760211 KV6O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778002 Rb5Er(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757179 CuBi(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177943 Co2NO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780768 Li2Fe4OF8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282857 Sr2MnGaO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761026 Sr3NiPtO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101556 Zn3Si4(MoO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780436 Li2Co(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1076055 MnCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698406 V4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18983 Li4CrTe(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769603 Li4NbV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194642 NaCoPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770950 LiNi(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211339 Ni(PtO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228249 KVCdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753093 Cs2MgCr2(H6O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1209431 NaNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-862748 SmVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1275624 Na5LiMn2P2(CO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-774374 Hg2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555908 Na4CoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1282494 CrAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-33738 MnH2(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21444 Sr10Mg5Mo4WO30 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510459 RbTm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775128 NaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205671 Na22CaFe6P12(O8F)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758642 NiH6C2(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209387 CrHg5S2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775949 La2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273062 MnO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214680 K2RbSmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759125 CrB2(PbO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1362795 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561036 Li3CrF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558968 K2RbHoV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174507 Li3Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771650 CuBi(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290671 KVBP2HO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31124 Nd2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222155 Li2V3CuO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214393 Li2Ni3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174024 K2RbYbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176378 LiMn2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753480 La2Mn2Se2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211523 Rb2NiAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776727 KMnF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180493 BaLaFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037085 ThV2TeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766523 BaTeMo2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-601323 Sr3Cr2Cu2S2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195428 Sr2ScNiPO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076513 BaMo2Se2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756947 Li3VSi2O7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1194810 Tm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210021 MnH10S2(NO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773510 AlNiF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-631247 MnAl2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757405 Re2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562826 Li3V4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556461 Li2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076184 DyWClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176752 Li3V2P4(HO8)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-559604 KVMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199843 Na5NiHO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-715566 LiVCr(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558111 Li4TiCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775341 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213230 LiVF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19065 CrInO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779064 Li3MnCr2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1296186 CsV2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758296 CsFeNiF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19313 FeHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744205 Cs2CrH2Cl5O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211658 Na2TlCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13999 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-550468 VO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757778 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19276 SrLa3Mn4O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560573 Lu2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1112565 SrCaMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775981 Li3Si2(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559609 Li2Co(Si2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766011 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752825 Al8Zn3CoO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698316 MgMn2(CuO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753062 Li2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204373 Sm2CoNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173715 TiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173735 Ba2YbMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221578 MgVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753777 Fe5Cu(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754412 Li5Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1281224 Co3P2(HO)16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079373 Li2MnO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758209 Ca3Hf2Fe2SiO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-746662 LiMn2F6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199320 Li2FeBO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1199237 Li2U3V2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214986 NaCa2Fe5(SiO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177978 BaMo2(PO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18852 Rb2MoP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205048 Ba7Nb4MoO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3449 CrO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1207819 UTl2(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760307 Li2CrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-632694 CaMgV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212309 LiMn2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780659 Fe10O9F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177080 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
