mp-18160 Li2Mn(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759102 CaU(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697560 BaMnCO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756268 CsVOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556361 Li2Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761281 VZnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272954 Li4Mn3Nb3(FeO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505217 Fe12PbO19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756147 KV3Cd4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771329 Cs2Mo2O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-562987 Co4Pb(CO)16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217521 AlCo(OF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755800 TeMo6(NO6)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-645159 Ba3In2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211306 KSbMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755788 Li3CrSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558765 Li2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217532 CsCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203528 MoH17C5(NO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208207 NaMoAsO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-3281 SrCa7Ti2Mn6O21 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-561162 LaMgTiCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211510 CrF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541148 LiVSi4(HO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212685 CoH18C6SO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19082 Li2V3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204574 Li2VCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560406 Li3Mn(SbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18723 K3CoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753393 VXe2F17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770328 Zr(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768575 LiVPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772963 MnNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1297758 La5Sm3VCr7O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-624689 Co(BO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227869 Li2TiMn2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-626540 Mn6O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757329 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775753 YbMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227839 NaLi15V16O48 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-767668 Li4Fe2C4SO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177582 Na2MnO2 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-636950 MgCoBi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760943 Fe4O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774414 Li8Fe(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18626 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225991 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1665852 CaV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27026 SrLaVFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25233 K2TlCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780760 LiMnVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1247660 BaCr4O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1215049 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647812 VP2NCl10O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-605503 Li2TiMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1106049 RbCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556514 Rb8Hf(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-550454 LiVOF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776663 Ti3FeCo2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779250 Fe3H28(S2O15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178210 LiVNiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208461 Na5Ni2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753538 Li3Co2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1103683 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867755 Fe10O9F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193478 Fe6P4H17O27 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753554 LiCr2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23973 NiH12SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26116 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195516 Rb2NiH12(SO7)2 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1175098 VCd2BiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25542 LiVP2H5O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768607 Rb3Li2Al(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755861 Pr2P3H5WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616232 V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752510 TbMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760338 LiMnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772093 BeCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558445 LiVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770772 LiNbWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23111 Mg3Fe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1002574 Li3Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757910 LaFeTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11732 Na5Y(WO4)4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1226647 Li5Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-13187 Li2VFeP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773163 Y2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19079 LiMn3Al2(HO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690591 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767644 Mn3B7ClO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770887 K2MnH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1566372 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764002 MnAl2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553996 Nb2Zn2FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753652 V2OF8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-647840 Li3Cr10Fe5O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228789 Sm2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541578 Mn2P5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779362 Na8FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208079 K5Sm(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210900 Li2Fe3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759448 Li2TiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773126 VAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758211 Mg30NiCO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774249 Fe3OF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1173885 V2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555206 La2Mo4O15 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-754744 Fe3PWC15BrO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765591 Mn2InC10BrO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775903 Li3V4(OF3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558124 KCr2FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219587 FeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19011 V3Zn3(AsO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181609 NaLi2FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214703 Li4Mn3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1184398 ZnSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559386 CsMoF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277255 CrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-603406 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213213 Mo4H12N2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18856 LiMn2(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867959 LiVSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-20052 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558484 CoPH6NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867579 Li3CrBAsO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19313 Co(NO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753080 CoSO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14348 Mn(SbO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18901 MnC5ClO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208466 Co(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222638 Li3Mn4(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036160 CoH24C4S4N8(ClO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100619 Sr10Mg5Mo3(WO15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705404 Cr2Cu5(P2O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558836 TiBi8W(BrO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213335 MgMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204192 Li5Mn5V2O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19270 Sr2La2MgMnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1303634 Li3Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218145 VCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759180 Mn6O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210103 Sc2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764983 ScV2O2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743617 Na2CoAuF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29047 BaV2SeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771370 FePH6NO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100722 Li4MnO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776046 MgVBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849459 K4V3S5O23 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100502 FeH4C3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173624 TbV2O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765775 Co2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752944 NaFeP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-2412 CaTiNiP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755372 BaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757009 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754438 LiNbCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753977 NaFeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218705 TaFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763247 MnO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558997 Li3Cr2(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20589 KMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755851 Mg3Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218174 Li2CrCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211004 V6H2Pb4Se3O26 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766811 TbVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208713 Na3MnSiBO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-545522 Mn(AsO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17523 CsRb2MoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849742 CsVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757086 Na3CrBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704848 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765027 LiCrPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177208 K2Mn5Si12O31 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776147 YbVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213888 MoRhN5ClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21403 Cs2FeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-24624 Li12Cr5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176681 Sr3Ca6V7BiO28 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-584637 LiFe2O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100692 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771130 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779090 K2NaCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1186134 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-625731 RbDy(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222477 ScCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1311728 Ba2V2BiPO11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779153 Ba2V2Te2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867616 CaFe(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-9173 Bi2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567273 MnHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202200 LiNiBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4607 AgMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562513 YVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277563 NaIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752925 Rb7DyFe6(P4O17)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18909 FeP2WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217927 NaFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25258 Ba6Nd3TiCu6(MoO12)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759642 Mn5Pb(SO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20794 K2Zn2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223091 Fe35SiO48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211147 K5V9H20PtO37 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-16809 LiCoPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18800 Ba3CoO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757019 ZnCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223496 Li8VNi3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770533 Nb2CrO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175836 RbMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863361 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206097 TaVO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1250945 LaVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24597 Tl2CoP4(HO2)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763100 Li7Mn4(P2O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561398 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19980 Ca2CrSbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-780622 Zr12Ti4Ni8O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772588 Li5Mn3Bi2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173622 Mg30NiSnO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1106197 LiMn(CO3)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-755319 Nd3W(ClO2)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1179227 Na6Mn2V4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6675 Li2FeSi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218564 Tb2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18958 ZnNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222712 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113959 RbCrCuF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757175 Dy2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560902 Ba2Ti4Cr2O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1238141 Sr2YMnCu2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177558 K2MoO2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227142 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775198 NaV2Bi3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541256 Mo(HO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867683 Be2CoN2(O3F4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764409 YCu3(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078318 Li2CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761168 DyWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770667 NiH12S2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177781 LiV(SO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-763482 Rb5LiSi2NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19042 Sr2Mn2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-690161 Mn2InC10ClO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199252 KSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105546 CrO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757778 Mg2Fe7O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1273461 FeOF Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1217104 CrSb2H12(C2O)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557086 Tl(MoO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756304 MoP4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554750 CrInO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200625 Sr2FeSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758472 NaAl3Fe6(SO19)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1078132 MoC4IO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768690 Cr(CO)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-645942 Mg2Ta2MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690568 KVSO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572287 Na11(CoO2)13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202429 RbSc(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766210 Fe3(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560688 Ta2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-985626 Li2VOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-649492 KMn2P2HO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178209 Li4Cr3GaO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1305882 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174572 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772549 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178280 ZnCu2(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216403 Cs2ZrAl2(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754053 KSc(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-769519 Li2MnOF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1180967 Sr2ZnMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19315 NiTeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775374 ZnCr2CuO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756947 CaNiAsHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211425 LiVTeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177282 Mg(FeO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3380 Ca(NiO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1079069 Sr2TaVO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177792 MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196094 HoTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279343 NiTeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103452 MoH8N2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12807 MnSO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771143 LiCr(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204131 CoH7C4(NO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755984 KV2PO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24576 KV(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103556 Ca2VClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175571 LiVOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867668 TbMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761221 Li11V12(CoO8)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192859 FeP4(C2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540566 Li2V3(FeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227483 Mn6O5F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174417 SrLaMnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226964 TiMn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24211 Ba2V3BiO11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211595 Li2AlCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203448 Ca3Fe2(Si2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202865 Tl4V5CdClO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1247934 CaMn2V4CuO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754242 Co(HO)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-765340 PrCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557663 Li3Mn4(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768598 KVNiOF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-720332 Ba3CaTiWO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229285 Mo2H2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753347 Zn2CrWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208115 Co3P3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214357 K4Li3Mn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208356 ScCr2Ag(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
