mp-753049 Co2(PO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-607824 Sr3V3BiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210945 Li2(NiO2)21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11009 Li7Co5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759800 V3Bi(PbO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201529 V2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228013 AlVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755246 CrBi12Mo4PbO34 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223569 Sr5Ti4FeO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19752 Na5Lu(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761044 CrCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5644 BaNd4(CoO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221450 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780126 CaCrP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211349 Hf3NiF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174200 Mn6Cr9O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755332 Sr2CoTeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771118 Li6Mn2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1646358 FeCo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194859 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31628 V2P2H6PbO14 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1309988 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198060 CsCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-868632 Li2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764516 Li4CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756362 Ca(MoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773177 Y2Cr3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556276 Na2MoAs2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557097 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-624691 KNiH9(CO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19340 SrMgMn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-851087 Li2Fe(Si2O5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1319763 Li3Ti2(NiO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1203525 MnCd4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661337 Sr5La2Mn8(O3F)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211809 Ca5V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849295 Li2TiCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756743 SrNdCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685351 NaVCdO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704125 FeCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779764 K4Na4MoW7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771339 MnTeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224080 MgTi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-8343 Nd2Te2W2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-746324 Ba2Fe2S2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173951 VZn2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275837 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849571 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178864 V2PbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753865 VCr2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175920 K4MoS3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175482 Li2VCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23999 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-945 Na2VPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754522 LaMgFeNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756882 Li2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104323 PrVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759460 LiSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218631 K3FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756671 Ba2V3BiO11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764415 FeH2C4N4Cl6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757545 Li3Mn2(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27168 RbAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850889 LiMnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778814 Li3VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217012 AlVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559445 LiCoSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757873 Li2V3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202541 Li3Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561554 MgCoF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19449 MoPNO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-637244 Li4V3Fe3(SbO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641247 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754639 Li3AlCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560496 CaZrV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758522 Na2MnNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559744 LiNiPO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-758146 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755230 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25394 Rb2Mo3SeO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643086 Cu2NiSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753857 Ba4Cu3MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555776 Zn(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560484 TiMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-552651 Ca4Zn3Fe(SiO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754949 Ga2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27186 Na2Mn(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555665 NdCr2O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213546 LiCrSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211857 MnSn3F6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9917 Li2Cr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1294817 Ta2CrNO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556966 Li4Fe(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222548 Ni(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560083 MnH2(CO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752608 Li6MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863971 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757297 Li4Mn9O18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11995 Li4FeO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177488 FePH5NO4F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19266 Li2MnP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-650817 Fe13Si2(SbO14)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559825 K3V(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20046 CrC7N2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224038 Li32Ti3Cr13O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744605 MgFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1120825 RbBaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174052 CrGeSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757644 KCrClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18520 Ba3TiZnWO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12218 V2ZnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213231 K3Na(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175717 YCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779090 CaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104357 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18789 Li2FeCO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206498 CaV2CoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199318 Ca2FeCuSO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743872 CsLu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1305171 Ti3MnFe2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764589 LiMnAsO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209334 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505245 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218837 MnAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228103 Ba3Ho2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179238 MgV2(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197464 V3(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218770 VIn(TeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626495 Pr2CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180190 K10Zr3Cd(MoO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-746778 Co(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774680 Ho6WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-783911 Ca2VWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755249 Li2CrPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562139 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286090 Li5Cr2Ni3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763259 Li4AlCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18856 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775198 KVH4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849222 Fe2C2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203349 Sr2TaMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205048 Fe3B7IO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-649091 NiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867960 CoH15N6(ClO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754687 TlV2AgO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777388 LiCrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200601 CoTeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752853 Li4Fe2Ni3Te(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753602 Fe4O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744190 Mg30VCO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772241 KVS2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214859 Li2Cr(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752944 TbCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556533 Ba2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8336 CaHo(FeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19232 Fe2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190911 Te4Mo(OF4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1653728 SrCo2Te3(ClO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174748 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218756 CaMnO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1201601 BaYCr4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213170 Mn2PC11SO8F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758756 CrHg3(PbO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24835 MoPH3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211273 CoH15N6(ClO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227840 Li3MnP2(O3F2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111099 Na3CoAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-696903 V2Cd2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755968 Ce2VFeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554213 Ba2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199136 MgCrSF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1296745 Li4Si2NiO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-769626 NdSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228052 KPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1102490 CoO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775287 Li5CoOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752466 Li4CrGa3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23973 Nd2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222601 CrInO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214516 KV5Zn(H8O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191650 Mo2AsH18C6NO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757934 LiFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755844 V4CrFe3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18850 Fe2OF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10631 Li6Mn(FeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26041 LiTiFeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759009 LiMoH6NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647812 La2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17857 Sm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759049 FeH4(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193122 Sr5Fe4MoO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196559 Li3MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078132 NiH12SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32055 CoBiAsO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226968 Li3MnFe2(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756449 Ca5MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213944 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19363 MgTi2Pb4WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759690 Fe2Co(AsO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-654305 Ba3V2(SeO4)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-755096 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759253 Ni3TeMo2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208167 PrTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1281111 Li2FeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541993 K2MnH4(Cl2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753877 ErMn2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177929 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743841 Li3Fe2P4HO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760056 V6P7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037190 MnC5BrO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16917 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19006 Ca9Mn(PO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1567273 ZrMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176521 Li2VCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684705 VBiPbO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1661813 Na3V2PO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182596 Tm2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735563 K2FeH8(SO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778108 NaCo2H3(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770772 Cs2MnV2(BrO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-695952 Fe3H9S2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10466 Ba2YMn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758824 NaCa3MgFe(Si2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768587 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2198 Mg30CoBO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175344 Y2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758949 Li7Mn4(P2O7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222032 Li4Ti4MnCr4O18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759758 Li2V5B3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556779 NbFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683668 K4V2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18212 K5In(MoO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1568822 Li2MnSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218686 Fe5(OF4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1319461 Li2Cr2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1017466 Mn7SbAsO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756955 Li2Ti3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765593 Li2FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1189284 Li13Ni9O22 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225905 LiCoBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755564 Al2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757246 CsTm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765511 Mn2InC10IO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1650178 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076470 MoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759226 K2MgMo2(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25412 NiMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777408 RbMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560164 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753696 V2Co3TePb3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1650315 LaCu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778251 Li3MnCoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101395 BaPrFeCuO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201901 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756620 MnAl(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223817 VSO4F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756604 MnTl2H2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104938 CrFe3Co2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18825 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190897 KDy(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203751 Na6MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19100 RbNaCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20572 CsMg30MnO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-696630 Cr2(PO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755055 LuMoBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540984 Ni2Hg2OF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176002 V6H2Pb4Se3O26 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204491 Na6MnNi3(SbO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20431 Cd4Mo3WO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195674 NiSn2H12(OF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560071 RbTb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754256 LaCr4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762700 Na6Mo10O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192030 MnB4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26270 Fe6OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755536 Na2Fe7(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-971634 Mo(HO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221374 Ba2Ni(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743566 Rh2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13412 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1298582 Li2TiVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036878 Sr2MnGaO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752445 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290831 Zn3Co2(SiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209246 Li2CrWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755925 Li8Bi2(MoO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777924 Li3MnSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772092 K2Co(SeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211145 VBi(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540895 Dy2Mo3H2Se2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223290 Co2H31S2N9O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559518 NaLiMo(H2O3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180450 Li2MnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768504 LiFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775378 VOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214393 VP2NCl10O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221047 Li2Ti3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772660 KIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227173 CsRb3(Mo3O10)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757865 LiNiCO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7986 CaMn3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755569 V2CdO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193468 Li5Nb2V3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177532 Nd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753262 KCo3Cu(AsO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1204976 Mn3CrNi2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-674336 Na3V3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208718 MnSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555626 K6Na2Pt(WO6)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13323 In2Te2MoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218174 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
