mp-753521 BaVSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25827 Li2FeP2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760164 CrNiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1272625 Na3TbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26948 Li2CuNiO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-18734 NiTeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720863 FeH2SO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774938 LaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772620 Fe(SbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867554 Li4V2Co3Cu3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209155 Li2CrFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761572 MgMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557365 Tl4Mo5O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555680 LiV(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753001 Mn2FeSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759216 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212977 MgV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199268 Li2Fe3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770650 Li2MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26402 TiZnNiP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683660 La4Ni3MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504578 Sr2La3FeCo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760112 MgVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175298 Li3AlNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752506 LiVPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867515 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764655 Rb2MoAs2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767753 Li2Ni(CO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213660 Fe(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-409 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559242 LiNbCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510763 CsLiMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23501 TlV3CdCu4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755994 MnWO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212131 Y2W2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218124 AlCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197105 CsVWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174482 RbVH4(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190901 Na13Ni11O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16917 KMg2AlFeSi3(HO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850899 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755724 Mg2CoWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1215738 LiVF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-31128 MoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776613 LiVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8375 YMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555908 ZnCr2O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-745180 Cs3NiF7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1101238 MnTlH2OF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227500 Na2MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175226 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764224 Rb2MoP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25234 Sr3Fe2TeO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196429 K3MnCrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212201 AlV(TeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1663944 MnZn2IrO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1178058 Li2Mn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761969 Bi7Mo2(AsO8)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760942 CoSn2H12(OF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174313 Fe(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641604 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1192859 K3Co(NO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181308 CrCuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645159 V4CoH4C4(NO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1196866 Mn7(PbO5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554911 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176004 V(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194343 Mn6O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1541180 ZnSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752973 Bi6Mo2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7383 Ca2AlCrO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554482 LuVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754087 Li4Mn(PO3)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756582 Ga2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222041 LiMn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-642938 K2NiH12(C2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9952 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756430 Rb2NiAuF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757335 ScVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867686 NiBiAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753628 Sr2Y2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754585 Mo2P2PbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8300 K6Na2Pt(WO6)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763428 Zr6Fe2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754059 Li4Mn(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559510 Li2Ti(CoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764988 V4O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744347 VZn2HO5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1218175 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557563 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550807 Sr2V2Se3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560736 LiV2P5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755452 DyAg(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-647385 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209684 TlV2I3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761225 Cd(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21355 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780882 Sr2CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194810 Li5VO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779404 RbIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572159 K3Na(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19146 AlV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771344 Ba3SrCa2(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-714931 NaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200007 LiMnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774250 Li3MnV(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-715474 Sr3Cr2Cu2S2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1253395 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2279 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101421 MnVCuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201686 MoC4IO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104567 LiVSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505424 KRb2Mo(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641248 V2ZnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761401 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1306804 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274694 Nd2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771912 MgMn(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282726 RbCrCuF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753652 TmCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220416 Fe12O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-1136 Sr3Ca5Mn7FeO20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1247634 Ba2LaV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173906 MoPCl5O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850533 Li6(NiO2)11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037015 KNaMo(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779766 Sr2VBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765981 Na2CoP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-699555 Li3V2OF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199170 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111934 Na3VO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-531223 V2Cd3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758873 Na2MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211273 MoHO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212356 Mo2PbSe2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181555 Rb2FeC5N6O Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-764344 BaSrMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561035 VAsO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753534 Li8Mn7Cr(PO4)12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704100 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096778 Ba2NiTeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-653922 Li2TiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754416 KMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19313 V3(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19166 MgMn4O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215616 Er2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771137 Li2FeNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771408 Li4Mn3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758889 CoBH18Br2(N3F2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699346 CaMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23388 LiVCuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176084 FeP6(WO8)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1665555 Na2MnCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555442 BaTb2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209837 MgAlFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247698 Co2C5SO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763347 CrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209334 LiLa4MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17591 CaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5821 Li2MnP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1105454 Ba3TiMoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764423 V5O14 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-766516 SrCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201517 LiVF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206497 NaMnO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-760974 FeH4(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8436 Li4Co7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771060 CaCr2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20564 Mn3TeP2Pb3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29855 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213944 Li3Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775876 BaCo2(AsO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758248 NaVCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756340 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220215 Li2VSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754513 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201848 UCu4(MoO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754592 V2PH10C2N2O8F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772665 Nd2Mo(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247735 Li2MnCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753011 Mg2TaFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-792972 Ti(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173928 Ca2NbCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198581 Ti2Ni(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213150 Ca10V6O25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541520 Rb6U5V2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207219 CrHg(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761780 K3NaCr2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559589 Li3VO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198270 FePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777411 LiFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1133299 KIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14931 KEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1038045 Li2TiCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205736 Mn12O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562220 Ho2VPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755249 Li32Ti13Cr3O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643412 Li2Fe3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756335 Li3Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18733 Ti3Bi6WO18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277814 Li2Fe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765646 Cr4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735514 Li4NbNi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228103 Na14Co2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222155 Y2ZrWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753702 MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759180 BaMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759733 LiCoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173880 CsV(SO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554226 Sr2Ni(SeO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201553 SrV4(AgO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753086 NiH2SeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192851 MnP2WO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302039 Hf(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30901 NbVO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764770 Ba2MnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760228 KVH2SeO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763752 MnPH2(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105354 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755942 RbLiBi2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756814 LiV5H18N2O19 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208185 Mn2CdO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036047 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103911 Mg(CoO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200387 Li2MnCr(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752488 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203773 Li5Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756502 Cr(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753143 PrCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174630 Ga2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19031 K2NaFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766892 Li2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217930 LiCrPO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19331 VAgTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24597 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744858 YMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23968 LiV(TeO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555799 Li4V3Cr5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191333 Li2VFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19215 Cs2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735541 LiMn2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216360 Na3TbV2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1101655 Li7Ni(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195674 CsVTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542671 Na3NiBSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19277 Li7Mn4CoO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211686 TbTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227920 VZnSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22330 Li7V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778616 KFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20794 Li4NiOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705362 Ca2CrH2I2O11 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-755946 Li4MnOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224835 Sm3VGeO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765775 Li4MgCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9014 HoMoO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-744205 Ca(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600224 La2Te3MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273808 RbMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180870 Li3V(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178827 Li2MnV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192408 ScTl(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18853 Mn3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684827 SrZnNi(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-997160 Li2AlVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758838 Li2MnSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1316892 Cs2TlCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14348 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1277255 FeCuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209114 U2Tl2Mo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768852 Fe2Pb3WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204397 MgCr(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755739 KLu(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037085 NaLiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10030 Li8CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099932 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867610 CsNbV2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-25394 LiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-550763 V2Zn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757563 Li4V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1217362 Na2Te4MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772549 Sr2MgMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755709 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198487 MnH20S2(NO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754295 K2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758746 K2RbPrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765407 Li2Cr3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562961 Li3VO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753252 Y2W2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3291 FeAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214571 Co(ReO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29142 Ca2TiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213682 Li2Ti3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756492 Li2CoBO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735578 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206753 Rb2U2Mo3O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1101667 Li5V3Cr2O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194870 KFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849457 YMoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-6925 Fe2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754743 CsRb3(Mo3O10)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764994 Rb3TmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21867 K2RbHoV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757348 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755803 LiVP2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1570380 Gd3BWO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645743 V2Pb2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210945 SrVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173961 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1095492 ZnNi4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755476 Cr2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756442 CoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
