mp-1218736 YCu3(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775301 NaVCdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26089 TlBi(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178044 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755884 Sr2GdCoCu2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867704 VTeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753736 LiFe4(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559028 MnWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1276679 MgFe2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559318 Rb3FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31124 MnZn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-782636 Sr3LaTi2Mn2O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199675 FeBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1114139 LiMnVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-643797 MnZn4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773510 LiMn2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227683 Mn6OF11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1175245 Mg2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651279 LiMnAlO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754543 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3987 Fe4Pb(CO)16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104265 MnH4(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761002 LiFeOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770625 Cr2Fe3P6WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228118 MgMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003319 Li3Mn3O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1268194 TiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18850 Li3FePCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1191935 Ca2TaCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1308540 NiH12(ClO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744691 CoH20IN6(ClO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1305317 NaLi2NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758406 KTb(MoO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1198550 BaTeMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1188566 Li5V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510558 CoHRu(CO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-715811 MoPNO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758962 Nd2Tl(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863081 RbMgNiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849573 Sr2AlGaCo2O7 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1215728 NaVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12164 K2MgZr(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755052 LiVFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765593 Li8Ni(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-550468 K2Th3Mg(MoO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562450 Sr2Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23967 MnTe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755396 CoH12CN5O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754546 Li2FeP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757451 Li2V(CO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1095622 Li2U(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554485 LiFe2F7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-5828 Ba2FeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752791 Li3Cr2(CoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201718 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7972 Ba2Ca2Tl2Fe3O10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228897 Mg(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210390 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-624689 Na3SmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104628 V3P4Pb2O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780499 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757778 CaNi2(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-11965 CaCr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772640 Ga2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226199 Na8ThU(MoO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759960 Li4Mn3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18832 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174918 NaNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206097 Ba2Ni(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753149 VZnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560291 SrNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765948 Cr(CuO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772342 K3ScV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25196 CoO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-652366 Na2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196559 CsLu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1172462 BaNiF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209259 NaCa2Mg2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037531 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228163 V2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16841 Fe3Co2Te(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193172 Sr4Ca4Co7CuO24 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-26853 Li4Y3MnO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-697458 Mo2C8Br8N2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-6911 Ba2LaV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763350 Li2Fe3CuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772427 VCo(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-695780 NdReMoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1268159 NaFeAsO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19455 MnNF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078473 CaV(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18961 La2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198962 Na2YMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554275 MnCo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755563 K2Na4Co2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19113 V2Zn3TePb3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756015 CrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205476 MnCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756123 CrAg(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771169 Na2(NiO2)5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-2239 NaMn3O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1195912 Li5V4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218705 Sm2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756423 Li2Co3BiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704535 Tl2Mo7O22 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756077 BaMn4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764273 Mn(ReO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21522 HfFeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179451 V2P2H6PbO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556308 LiV(TeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757681 Cs2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1271282 Na2MoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-4607 Li2VSn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756204 RbFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228794 CrHg3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781605 Na2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772522 NbCo(PbO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770768 LaVH2I4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744996 Li3VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219828 Na2Mn2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753909 Mn2ClO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759259 Mg11(Fe15O28)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036772 Mg30VCrO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764993 Cs2MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752941 Mo(HO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774256 BaMn2TlO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540788 CrHgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100510 V3(H3O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213695 MnSeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756977 MgMn2(BrO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754919 TaZn2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559772 Na2Mg5(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1281224 Rb2Mo3SO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754099 NaLiV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758443 LiVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194599 Li8TiFe7(PO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744534 CeVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706566 Y2Co2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302410 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196275 CoSeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273808 VCuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505766 Li2Cr2CoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753030 Li8Mn7Nb(PO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772101 Nb9VO25 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777884 V9(P2O7)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777610 TiNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560878 TaCrO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-763339 CaMnB2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755509 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774048 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-648992 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1294817 CrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176392 Li(FeO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-774246 KMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218333 Na3V5H18O23 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19384 HoMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555993 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228930 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211821 Li2MnOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774806 Fe3C10SO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699363 AlVMoO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-849415 MoP4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569717 Mn3F8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699041 LiCo2P3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1311179 Na6MnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776267 LaCeMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177911 Co6O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196766 YFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776441 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769634 Sr2CoSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752823 Li2Fe(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771091 Mn6PbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743841 NbV3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779064 Ca2CoSi2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227821 CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-578604 Cr(Si2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1297758 Sr2TaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208869 Na2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581919 VAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105566 Ta2Zn2CrO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754807 LiMo2P3O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226789 Li5V6(CuO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759891 MnNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753496 Fe3C7O19 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-770735 K2Mo(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771836 NaU4V3O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541508 MnSe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568377 HoCoC6(N3O2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744674 Rb2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095252 CaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5278 Ni3BO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756413 Li3Mn(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744841 MgMo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554787 LiFe2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18951 V2ZnPbO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18996 K2Mg2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199210 Li3MnP2(O3F2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752623 Rb2MoSeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222672 Li8Mn7Fe(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-10447 Co2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25402 V3Cu2P6WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1172919 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19042 YbMn4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705134 LaMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760195 Ni(XeF7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204976 Ca2NbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773580 Li2CrSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1638873 V2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1244503 K2UCr(IO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542031 Ca5V3O12F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556766 Li2Mn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191729 Na2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213191 MgSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175694 TlV3(SeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25207 K2Mo2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191085 Li3MnFeCo(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201666 MnFe4CuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213270 ZrMo2Se8(Cl7O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753014 AlFeB2(PbO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562912 Mg30CdFeO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698655 Sr3LaTa2(CoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190551 Li6Fe(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198002 Li2U3V2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773506 Li4Cr3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1232429 Li2Fe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076631 CoO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753347 Zn2MoSeO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556255 ErBiW2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210722 Na2VPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765496 NaFe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557413 Ho2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076776 BaFeOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1308212 Tb2WO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25203 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205906 Li7Mn4CoO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1199268 Rb5Al(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698583 VH8N2O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-359 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754294 Li2VCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636950 La2Ni2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215766 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214013 Na3V(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182375 Sr2FeCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211000 LiMnAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23973 Li3FeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753588 Li6AlFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1229147 KLiCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18869 Co3Bi(CO)9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181366 Li9Si2NiO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754662 AlCoP2NO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770883 Na5NiHO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755614 CoBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757617 Mn3O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-608016 Li4Mn3V2Cr3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755110 Li4TiCo5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-546989 Cs6Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752611 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200083 Sr4CeY3Fe2(Cu2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771345 PrSbMo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196456 Li4CrO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-559606 BaLaMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561778 SrCo(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698432 Mg4FeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765411 Li6Mn2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21860 RbEr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755657 CaLaMnSnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756200 Ta2VZn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-715262 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1157256 HgMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19105 Mg30NbCrO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180484 Li5VO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221149 Li4Cr3FeO8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1228970 VIn(TeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177633 FeSb3Pb4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863394 CoH2Cl2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753647 Na2CoAgF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227706 LiNi(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770839 MgMoH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768043 NiPbO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697819 Mo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863398 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-18057 MnV5(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752622 Li2MnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078906 Li2Zn2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19350 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096881 Sr2LaMnCoO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178075 MnO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-720198 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-33009 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770500 Na2TiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756604 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554998 LiVSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18772 Li5V3(FeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211123 LiMg4Al(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101680 Sr2V3Bi3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29142 LiNiBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213685 Cr2AsC10ClO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555215 Li4Co(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191682 BaBi12Mo5O34 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1200170 LaCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211092 KEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765735 Ba5Cr3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177781 VOF2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1189653 Li3MnV2O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-652326 CrCuPPb2O9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-755037 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209367 Li4MnCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-605486 Li4Mn3Cr2Sn(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19202 V2H38S4(N2O9)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761495 Th(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698293 Li4Co3Ni5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201380 MnClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
