mp-653922 CrNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222351 K2MgV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198636 Li3VCrP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-997158 RbSc(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105721 LiMnNbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078949 SrLa3Mn4O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-767265 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698277 Li2V3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003765 Sr10Mg5Mo3(WO15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18721 Mo2W2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-532718 Li3MnCoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29984 Li4V2SiGeO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554901 SmMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18850 CsTb(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227779 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769539 Li3Cr2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208115 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179306 NiB12(H3O)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10513 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757348 CsTm(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867587 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753579 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31755 Li2VF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756682 CoF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1201096 Li4Y3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216790 Mg3Co2(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-669 Li5Ni2O2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220977 CsIn(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755199 Li9Mn7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771350 KLiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770526 MoPbSeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173616 NaVZnP2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-486 KCo(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752934 Ni3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1285181 Li6Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211677 Li2V(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223617 Fe3(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208114 KSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744181 MnAl2Sb2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103214 Ta2VZn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176621 CoP2H17N4O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-864958 VFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773501 Cs2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557215 RbHo(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205958 Li4Ti2Mn3O10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753754 Sr3Fe2Cu2Se2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214505 Li2Ni(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111789 Mn2SnC9ClO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558909 LiSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759127 Li7Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101189 Li5Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-686949 K2Be3Ni2F12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1021504 Ba2NbFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19281 LiFeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-600200 KV3Cd4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1320662 Ba2Fe2Se2OF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223180 Fe4(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198626 LiMnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698583 Mg4FeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273331 CaVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754952 NiAuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227607 Mn(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753981 Li2AlCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850438 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775158 Y2Co2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211994 CsLiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772174 Li24Ti11CrO36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079306 BaNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867554 Sr2TaMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18883 MnZn4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036102 Sr2CaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779002 SmMoI4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229132 Na2TlCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19034 BeVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278550 Na2Mo(H2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27168 Pr3VGeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754430 Ca2MnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12027 NaMn3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211333 K5HfIn(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-565203 PrTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754772 TiBi8W(ClO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173402 ZnCoTe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238545 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1071505 Li2MnSi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101249 Mn3OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173915 Li3Mn7O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18909 LiMn2Cr2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-613910 MnF2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-738741 KSb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224541 Li3TiMn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542671 Rb2NaMn3F12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193122 Li2Ni3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706566 Ga2Mo(SeO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037121 HfTl8(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203083 Mg14MnFeO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754618 K2FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752823 CsThMo2ClO8 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-622521 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757060 K3HoV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22113 K3ScV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1275528 Mg30VNiO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505170 LuTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757508 TbCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273062 LaCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759975 Fe2C4Cl2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100726 CrTe(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720713 LiNiBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3559 Te2MoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694964 VAgO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211734 Mg2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19225 K2Mo2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1288479 Mn5Cu3(Te2O5)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756814 Li2Mn5(Si2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182001 Li5FeHO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561266 Na3MnBAsO7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-600168 Li5Fe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756594 Li3Ni2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209701 Zn2TeMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697226 PrV2IO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-643564 Na6TeMo6(H22O23)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771954 Rb7VSiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175731 FeSO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177582 Ba6Na2Ta2V2O17 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-542882 Li4CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754716 YFe4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18925 K2NaMo(OF)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-767632 LiCoF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18856 Li3Mn2V5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17475 Sr2V2Se3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744328 K3NaCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195428 KNa7V8O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103413 Li5Co5(NiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556220 NaV2Bi3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3272 Li2V(CO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-558757 Cs4Rb2Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003402 LiFe2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554381 Rb2V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11995 Mo(HO2)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1078743 LiFeBO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-24576 Li3(NiO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771362 ThCr(IO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758136 LiFePO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542168 LaVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757891 Na3MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760911 Al2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867723 CsHo(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221941 MnFeCo(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19111 V3Co3(TeO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755501 GdCrTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-39483 Li2VBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559299 CrPtO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-696335 Li3TiFe3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-866101 LaFeTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752892 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18727 ZnFe8Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753613 Li5MnHO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756254 Li3Co2(CO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104938 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758045 Li8V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-6408 Zn3Co2(GeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1662148 K4MoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211767 NiH5CN(ClO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697882 CrH12C2(N3O2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759487 Co6C13(SeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-637244 LiSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113539 Li5Cr(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177936 MgNiAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191914 Sr2YAlFe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218564 NiH20PtC4(NO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755244 MgVBiO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755800 Li2FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505402 ZnCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223849 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19000 Mn2ZnH12(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5821 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19350 V4ZnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559672 Li3V2(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174481 LiVPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775679 LiMn4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850855 LiV(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3985 Na3MnO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-849392 CaMn2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1104567 Ba2MnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18784 Li2Mn2P2(H4O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556361 MnH2SeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757170 Na3Ni2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754919 NaFeSO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12664 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560076 MgCr(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626495 MoAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-37614 LiVPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207118 Pr2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753994 Fe3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-866198 K2FeAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198067 Sr2NiWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195137 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19148 CaLa2MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772974 MgFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217766 Fe6O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197464 CaPrCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174598 Li(NiO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181262 Na3Ni2SbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211726 Li7Ni(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1080243 FeH4(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18473 UCd(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209888 BaSrMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698406 Li6Mn9(PO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754592 Li2Mn2SnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096819 Li2MnCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1289694 Fe21O23 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218684 PrTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752653 K2LiVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1274308 Na4NiP2O7F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849295 KCr2FeO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19369 Cs3Pr(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29189 MoAs2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760202 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756606 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26757 NaV2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228511 UMo4PbO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-644424 Ba2SmV3O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-543110 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222689 Ba2VI5O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103970 CsEr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779091 NaLi5Fe2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766531 LiCoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779330 NaLiNiPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759567 LiVOF3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1661817 NaV3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559250 Li3V4O11F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752810 LiVOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556473 LiMnSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1094097 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036800 NaFeBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104440 NiH12SO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213335 Ba6La2Fe4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178815 Ba2YV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222159 Li2VPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764587 CaMn4O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216798 K3VO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704608 Li3Nb2CrO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1175409 EuV2BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778248 LiMnSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699398 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201517 MgFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19112 Ni(PtO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765466 LiVWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17510 K2Cr3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756551 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-607824 NaFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556533 MnTeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559838 LiVCO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227324 Li5V6O5F19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176917 Ho2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554354 K3Cr(HO)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26089 Rb3HoV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540602 NdTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1285 Ca(NiO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554485 Li3TiNi3O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1570361 FePH5NO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25845 TiNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753609 LiMnPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1096881 V2Co(H4O5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1207903 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297722 NaFeRuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218332 Li3CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744858 CsVSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19090 LiV2(OF)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-777578 Sr2VBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557843 Er6MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218895 Sr2CoSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561180 LiMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1077660 KMgIn(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764524 VReO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505679 Na2Ni3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754669 VZnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867808 CoP2WO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228970 Na8NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510763 Li2MnFe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778616 LiV(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-619611 SrTlVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-1236 LiFeP2O7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1209133 YAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558555 V3Bi(PbO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1192864 Nd6Mo10O39 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1291800 Li2VOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21138 MoPCl5O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175653 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760272 TiMnO3 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-849394 NiP4H18C2N2O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753143 Co4B6O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176605 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772256 Hg2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218284 Nd3W(ClO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745016 MnZn4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176002 U(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765999 V5CoO23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17192 NaNi2P2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755211 MgFe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541148 LiMn4(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24296 LiMg4V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558281 MgMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176752 K3VO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-699602 Li3Mo2P3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850462 Li4MoO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556535 ZnCr2CuO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780516 K6Mo10O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176585 LiSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095252 NaV2O4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274793 Li3TiFe3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222032 Nd2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
