mp-745180 CoH18Br2N6ClO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1275946 Li6Fe(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29461 Sr4Al6CrO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20794 Na2DyPWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773510 KMnF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175613 CoH32C8S4(NO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556790 CoSiH15N6(OF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561063 CsV2SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510421 LiCrBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1319991 Zn2CrWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756356 K3V3(BiO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224007 CoH22C3(N3O4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218939 Y3HoFe4(Ge2O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760272 Li2VPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218597 Pr2Te4MoO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1063607 MnOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26197 Mn2PC11SO8F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209472 NdNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218324 ZnCo(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222327 VBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568591 Cs3Mo2BrO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223374 Li5NiO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196503 Li2FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199615 ZnCr3(SO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759262 SrLiNdCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196721 Y2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272625 Ca9Cr(PO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17269 VZnNiP2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767438 Li2Fe(SiO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771145 VZn2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776054 Mn2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764845 LiMn3(BO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773050 CaThV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562663 VNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773178 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193728 NaBi(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558021 V4Cd9O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-5516 NaLi2V3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780098 K2U(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177582 K3CoPCO7 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-643263 V2Cu3H24(OF)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771393 VPO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-572877 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228860 La2NbCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19202 SrSmMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754690 Fe2PH2CO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642974 ZnFe5O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1315819 Cr2(Bi2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758503 KMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192289 LiHo(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559772 TiV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210784 Na3VH11IO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770944 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177950 HoSbMo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8615 Rb4V2S4O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175273 VCuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18988 Rb2CrAuF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558386 Rb2Zn2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192358 Mg14MnVO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19410 LiVPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1254576 RbHo(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210666 Ce2Fe2Se2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27912 DyMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225259 Na3SmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772566 CrC7N2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200495 MgCo3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224655 LiCrSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-545469 Li2Fe2Si2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199506 Li3Mn(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1281818 ZnCu3(MoO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770625 Li3Mn2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202316 Mn15CrO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755094 Li2Mn2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775267 TiMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277418 Rb3DyV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177383 Ti3Co2P6WO24 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1179251 NbCr2Fe3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-881 Li4V(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200758 Ag2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12187 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776648 Mn(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5052 LiV6O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099701 Li4Co5SbO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19209 BaMg2V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753554 Mn3NbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212381 Na2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758700 Ag6Mo10O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228103 Mn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777497 Zr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175744 K3ReMoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223496 NaMgFe(SO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228690 Nb12WO33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756688 Co(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190148 CoP3H16N4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770406 SrV3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1084801 LiMn(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766127 Mo3NO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-643561 Li4Nb3Cr2Fe3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18832 CoF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099253 DyMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705680 Mg3NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756814 CaCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753828 Li2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195793 Rb2MoAs2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774356 VInO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207903 La7SmMn7FeO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037022 K2Th3Mg(MoO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13535 LaCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540602 Ba5Lu8Ni4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174784 CsSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767753 Rb2NiO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771056 BaV2(NiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757185 SrV2ZnO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-7371 Ca2Ta2CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19197 Li24Ti7Cr5O36 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100811 Fe3TeO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-779070 Na2Co3H10(SO6)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755629 LiVP2HO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1174869 LiVOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213128 Sr2NbFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558702 K2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777279 Cd3Co2H44Br12(N3O)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18611 LiMn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-543110 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772715 Hg2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-674480 Li4MnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19079 ZnSi2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228511 Sr2NiMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-866741 Co3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17591 LiY3WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735513 MgCu2(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19162 BaNi4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101210 LaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18479 Li2MnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554482 Li6MnV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200032 SrCrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211391 FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772655 CrF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558402 ZnCr(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272680 FeSe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209427 LiMnPH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100745 TaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18932 MnHgO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19189 CsTb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554855 NaFe2P2H5O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218213 Li6Co3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178342 Fe10O9F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-683668 NaV3(SO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768830 Li2FeNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211310 Li4Mn3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238416 LiV(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-651311 RbLiNd2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192462 HfV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755905 NbVO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-645513 Mg2NiIrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22330 NaVCdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772830 Ba3Ho2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175291 Li2CoO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-40778 MnCd4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195528 NaLi2MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770520 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765596 Mn4Al(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181965 VH6(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209627 NaFe2H3(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753050 MgMo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1199136 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228193 Ba2NbCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770556 NiSn2H12(OF)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755657 Li8MnFe7(BO3)8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-975505 VGa(TeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1315323 MoN2O3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1021504 LiCr(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19156 La2Fe2Se2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753951 CsCr(SO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18571 CaMnZnAs2H3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199919 Mg2MnWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1193494 MnZn4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178771 Li2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16811 Ni2Hg2OF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756743 Sr2AlV11O22 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754331 LiFe4(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777919 RbTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753488 SmCu(WO4)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-867764 Na(Mo2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-615444 RbVH6SO9 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1112226 VInO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1217766 CaCr2O7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1104385 Li3MnCoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764274 Na5Tb(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754028 CrAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779343 BaSrNiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753644 KSb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558666 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756254 Na3(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176298 Li4Mo5O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639336 Sr3V3BiO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-21179 Dy2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9981 Ca8Al11Fe(Si3O13)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201597 LiFe2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228516 Cs3Pr(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173115 AlCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770386 Na3VH6O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774381 Ba2V2BiPO11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227861 LiVSn3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562797 LiCoH24C8(N2O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18814 CrSnSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1308212 MnPH6NO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754728 Mg30CoCuO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755718 NiTe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228142 Ba(CoO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25402 MgVP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1569680 VCuBi2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1217159 Sr4NbCoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780193 LiFe(SO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1188629 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553968 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1097905 Li5Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560154 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756993 Li2Cr(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753449 YV(TeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756577 BiMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1643677 Ca2Al2FeSi4BHO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272719 Li3Ni(SbO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101223 HgMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208466 CaFe2(AsO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194207 CrC5SO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173772 Li8MnFe7(PO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849430 LiVPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772342 Co(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209888 Na5LiCo2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-782639 Li2CoSi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558292 K2Mn2Zn4Si4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753374 LaFeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755246 SrCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743873 MnAgPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774921 Ga2CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557259 Li4Si2NiO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1296214 Sr3V3(BiO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778679 RbNa2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759404 Li4Y3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20361 Li3NiPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198978 CoH2Cl2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219784 BaErMn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753467 LiNd(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770650 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556276 Li3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780760 CrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214368 Ca2CoAs2(HO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-680 Ca3Fe2Br2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-9754 Li3Fe3(SnO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756303 Li3MnV(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753637 KFeH5(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1648369 Li9Mn7V12O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540864 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754609 Li3FeOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191677 V2PbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774764 BaLa2(CoO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208762 Li3MnSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753682 LiAlCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1278467 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753537 Li2TiFe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196332 Al(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756200 Mn(AsO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18723 CrF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773170 Li2Cr3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12771 Ba2NiF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560869 BaNdMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190856 LiInMo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505271 NiSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191832 Li19Ni23O42 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1645095 Na3MoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556308 K2Na2MoW3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850580 CsTm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-607824 Co3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173911 Li2FePO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776638 Li2Ni3SnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641094 Li2Ti4Co(PO5)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201517 MnV2Fe3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-644925 Ba3V2(SeO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779031 Li6V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754416 Pr2B2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772668 CaCeV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-4973 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27704 Na2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757646 Y2CoTe2(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19134 CsDy(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771252 Fe6Sn2(CO)23 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1038136 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752941 RbVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755569 Ta2Zn2FeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1289770 FePO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-644594 Ag2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19105 SrMgMn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771062 CaVBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19146 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757260 Li2TiCr3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221106 Li2Fe(CoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698406 Co3Te(MoO7)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1258028 Mn3Bi(CO)15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111539 MnB4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204934 CrF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504704 ZnFe2H28(S2O15)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1202981 NaFe2(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754758 NaCo(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759930 Mn2Mo2NO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755164 Na2Co2(B4O7)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189906 Ba2MnSi2ClO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208048 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661502 CuMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683652 Fe2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15843 NiHgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
