mp-754904 NdMnPO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17034 Li2VO2F Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1173584 Sr2CoSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26559 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765310 Li3Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19337 TaFeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100564 MgCr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558570 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661502 Li4Mn3V2Sb3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214680 TiMn3Te2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19495 Mg(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559081 ThV2H4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753014 ZnSiNiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765742 Ba2AlTlNi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190858 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1174053 Li7Mn(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755211 LiCrFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770727 Li2VOF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768606 K2Cr4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1647131 Ca5MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779771 K2Sc2Mo(PO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14150 Li3CrP2HO8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1218810 LiFeF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863394 BaV2ZnO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036995 K2MgZr(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774250 FeOF Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770883 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218174 VIn(SeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-546989 Li2MnSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757835 LiCrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213721 GaCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775770 HoZn(NiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191043 Al2(FeO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1570154 Li2(NiO2)21 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1095213 H48PtW6C8(NO)24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19380 VP2NCl10O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213660 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867547 Na4Zr2TiMnSi4(O8F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757121 Na2YMoPO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1080243 Li3Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777378 KTaV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1096819 Li3Al2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560270 TbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774259 TmMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-13187 Fe4Pb(CO)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775204 Ho2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22398 Li4(NiO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192455 Ti4FeBiPb4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200957 Li3CoO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559869 CoCu2TeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177087 Na3LaV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217800 CaFeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770491 TiNbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758521 La3CoW(SO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757605 RbVSO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754923 K2NaCoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771882 NaSrFeF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193927 CaLa2MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177603 NaLi2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756413 Ni(XeF7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218324 La2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220301 Na2FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196047 V6Fe4(CuO8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759150 Li2NbNi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504351 KY(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200758 SrU(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774236 LiMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777453 Mg14MnSiO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26708 CsPr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209294 LiCa9Mn(PO4)7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12822 Li5Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1320203 CrSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764783 CsMoAsH2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229283 Li4NbCr(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759731 Sr2MnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756107 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003486 RbBi(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1199318 V3Pb5ClO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863371 CsUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037926 K3V3(AsO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238424 MgV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223214 LiNbTe2WO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-720713 LiCrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758186 CaCeV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175699 CrHg(PbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1287553 TiV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201096 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759935 Ba2V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220223 Li4Ti3V3(CoO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1662148 Li2Mn3FeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1284649 Li3Mn(FeO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-631247 LiVOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19376 Sr2CoSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510668 TaMnO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177931 K3Sc(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770903 RbFeO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1181706 CaTi4(FeO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1178300 Li3(CoO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212589 VNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765149 FeOF Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1646508 LiVF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-530214 Li4Fe3(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1297456 YCu3(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-35925 Li4CrFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194895 Li3MnFeCo(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849459 Li4MnOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557086 MnGaFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210016 Ca7MgTiMn7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558255 NaLi2FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31665 Li3MnP2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756015 Cs2SrV4O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755303 Fe2NO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-479 Ba2MnMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8671 Sr2MnTeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1280709 RbLa(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-40356 LiNbFeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752702 LiNi3P3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22544 Sr3La2Fe4CoO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759733 Li2MnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-6213 K3FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560582 Sr2FeClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773184 LiMnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753835 LiV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194494 Na2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227779 V3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775412 VZnPbO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275528 TmMoClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775976 Nd2Mo(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769658 SrLiTi4CrO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1641880 Na2Li2V3P2O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-651122 LiVOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192793 CaLaMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867587 NaMg14MnO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780871 K2Mn(C2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774680 BaLa2Fe2O5F4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-35078 RbMoPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769539 Li3FeNi2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1096947 LiCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226964 Cd2MoWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559686 KFe(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195674 Li2MnVP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779056 NiSO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661647 Mn(AsO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26219 MnOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-6718 CaMg14VO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542535 Fe2Te3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221575 Li3Mn(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777588 Ba2CaMoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1186345 AlFeB2(PbO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306353 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554340 CrF2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759174 CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766050 LiTiCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705070 Li3Al(FeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207819 CsVH12(C2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753754 Li4Fe3Cu3(SnO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753770 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755701 Rb2Mo3P3O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504567 NaCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557135 MoH2(CO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758146 VH4NO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-765337 CsMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770728 MnP2WO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759593 Li4V2SiGeO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18815 NiTeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208079 TbSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177073 YVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759837 Sr2YTlW2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220749 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221361 Li2V(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24067 FeH12C2N2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754258 Na3(CoO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101189 Ti2CrFe3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192249 CrF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541211 K2Cr2AsHO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177043 Li3V(FeO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195447 MnAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198174 NaVMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19826 Li3VAs2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769557 Na6CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752909 PrZn(FeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755965 Li3CrNi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560059 MnMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24828 Sr2YCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-627380 MoH12N3O5F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037136 EuMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754330 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753262 Cr2CoH20N6ClO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775172 Li7Mn4(P2O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1278188 Fe3(O2F)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1222323 BaMoO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-866198 LiMn(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17201 Ta2Mo2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238517 FeBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556276 K2CoH4(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208038 Sr4Al6CrO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-605486 Nd3Er(WO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223825 Ba3MnNb2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1021504 VP3(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18850 MnOF Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-542317 HoWBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14999 RbCoNiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211339 Ca(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755365 Mn6O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759748 TaCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213413 CsV2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24069 Rb2Mo3SO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558859 Li9Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210896 La2Ni2O5 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1641604 GaCoPH18C9NCl2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174855 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770386 K2MoH2(CO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755249 Na3MnAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037015 NbFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226583 KVH2SO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1120790 Ba2VI5O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764760 DySbMo2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223386 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542563 Li5Mn4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-975505 NaMg30CoO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18740 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867557 ErVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1265397 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776044 Li4Fe3Ni5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757584 Li4Nb2Co3Ni3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504864 Li3Fe3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076092 BaTe2Mo2(HO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850983 LaCrCuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661813 Li4Mn3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193743 V2Pb3O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-691119 FePtO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863398 ScFe2BO5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-560575 CaV(SiO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1208685 K3VCO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776373 Mo12PH24C6N3O40 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177781 Ca10Ti8NbFeO30 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757277 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849447 LiCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753504 K3VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757613 Li3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3014 Eu3Sc2(FeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306614 Na2CrSiCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772549 MnAgO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18883 LiVPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756409 Sr2TaVO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213049 LiCoAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227848 FeN2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504313 BaV2TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761038 Li5Ni2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766691 LiMgVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25459 Co(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275523 Li3SiNiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212348 CaMnIrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756057 MgCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19479 CsRbMo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559172 SrMo2(AsO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195912 NaLiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755527 MnCr(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756502 SrLaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211325 K2Mn2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177160 Na3Ni2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220983 VTe4Cl4O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076121 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222530 LiFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209627 ErMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757611 Nd2W2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849573 Li13Ni15O28 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1573681 Pr5Te7MoCl3O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650228 MoPb5O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768845 NaCo2H3(SO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-8793 SrLaMnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176659 V4NO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208045 TiNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31572 Na3CoPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639002 K2MnSO4F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22614 K2BiMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755754 Li2V3O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760290 Na5VO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1280914 Na3CrSiBO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27806 Mn3(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561100 Li5Ti2Mn5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221471 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760954 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18853 Li9Mn7Cr12O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1271286 Cu2W2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26639 Li2VPCO7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-18494 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173715 Ca3Cr6(FeO6)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557563 Sr3Cr2Cu2S2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205341 CoH15Br2(N3O)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-867518 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-644925 CrAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849721 Rb2CoP4(HO2)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735504 MnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760923 Li3MnCr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1263953 Ga2Te2MoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1290926 K2Th3Mg(MoO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-34139 LiCrP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755516 Li2Mn3NbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557663 MnB4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24377 Li5Mn4(P2O7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223721 Mn3(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757681 Sr4NbCoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2205 CeMo12(NO27)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1175295 ErSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755163 Ba7Nb4MoO20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211767 K3Rb5(Mo3O10)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756322 LiMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-14391 V2Ag6As2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037572 LaNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
