mp-1218391 Ba2La6Mg4Ti3WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31378 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218774 TiV2CrO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224007 MnCdO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752445 Bi26Mo10O69 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275750 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562796 MnH8SO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542210 LiFe2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755625 LiMn2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247718 Li4Mn3CoCu2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752981 Cr2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761279 Fe3B7BrO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558281 Li2Ti3MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532540 UAg2(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752576 Li2Mn3Si3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19120 Sr2VCu2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216117 FeH4C3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757469 Dy2Hf2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780891 La7V2BO17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-16806 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1651352 Ca2Ta2MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228348 LiMn(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705194 Na5NiHO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1132757 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753381 Ho2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191022 Li2CrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211443 Li5Fe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197655 Sr2MnCu2(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228461 K(MoO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227037 BaSm2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19373 Mo3H12C4NO10 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1101727 V2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756141 LiTiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180501 La2MnNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626489 Sr2La2MnCuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771952 Li4Nb2V3Ni3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-997158 KNi2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080749 Na5Mn3S4(O4F)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227446 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211310 Cr6Cd(CuO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-33803 ThV2SeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209460 ZnNi4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704546 Nd2Te3MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557947 LiTiCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-42264 ScTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756042 BaFe2(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780882 NiTeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105431 Li3Ni2SnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216874 Cs2Cr4Cd(HO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1157256 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192587 K10Zr3Cd(MoO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18990 Bi8(MoO7)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1284651 Li3TiMn4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223519 Sr2LaMn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177801 CrBi12Mo4PbO34 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558785 VBi(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1183981 Na8Hf(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557669 Ba2AlTlCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193750 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103845 MoPbO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-562139 KFeH2S2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190493 Li3TiFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190931 NaFe(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-976868 VO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19305 Zn(FeO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-625242 BeCrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1660343 Li2FeSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1193468 MnTe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19436 YV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753193 BaFe2P2O7F2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-777677 LaAg(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753227 Fe23O25 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218174 CdMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-745166 MoH8S2(NO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17489 MnTlO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20460 CaNiF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216804 CoH9(NO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217800 Cs2VAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18943 Na2CrSiCO7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mvc-14237 KRb2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756345 Cs3CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772183 Mn3Co3(TeO8)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1208057 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191380 Na3TbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213187 La5Sm3VCr7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192656 Ba2Li3La3(MoO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556077 Rb2V(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645272 Li6Co(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21437 Li5NiOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200069 Nb2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-546843 Li6CrCo3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214357 NiH36C12S6(I2O3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279062 Na2Cr2H4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19333 K2Mo2Se2O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-5791 Li3V3P8O29 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1281428 Li4V2CrTeO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753331 LiMnSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19350 Li2FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-11865 Fe(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18819 Na3CoAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704637 CsRb2CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758776 Li5CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752560 Li2FeSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754547 Li2TiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18880 Li2Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550622 Li4MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530557 MnV4Fe(Pb2O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228336 Zr3NiO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1575669 KCo(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752892 Mo(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209180 TaTiCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699647 Cs2ZrAl2(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221374 ZnSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755332 VInO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755632 LiFe2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14214 Li4CrP6(H4O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766106 VSO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19424 Li6Mn(FeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079620 Fe2H3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213944 LiVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755729 Li8Mn7Sb(PO4)12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201096 FeH10S2(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755237 Sm3VGeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505166 Mn2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173107 Mn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772549 Li7Mn4CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777727 V3Bi(PbO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209247 Na3Sc2V3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863390 Li3NiAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198591 RbMoIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214937 RbSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744418 UVAgO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302039 Ni(AsO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510421 Na9Sc(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1239 RbNa2Mn3P4ClO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173939 Li3MnV(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754915 MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211004 YV(TeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755800 LiAlFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1206821 Na14Co2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-39626 Eu2MnSbO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1256217 Na2YPWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180305 Mn2P4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218100 VBi(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775211 K2Mo2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18817 SrMo2Se2O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555455 Li2VPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18925 Mn3O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177582 Li2TiNiO4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-556966 LiV(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178214 NaLi2MnF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104938 LiGa(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759350 Mg2VBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076177 Ca4Al6CrO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222836 CrPC5Br3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850898 TaVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1036995 Na2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510459 V2CdO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176815 CaCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175043 LiVWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754771 Li4MnNi3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772117 LiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541734 Sr2MnTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540566 Li2FeO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557654 MoH8(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218332 FeTe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863396 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1244546 TmCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867688 LiPr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207502 CoH2SeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770639 Rb5NdHf(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6351 VAg2AsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-641191 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557144 AlVMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192505 Sr2GdMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12012 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214950 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779351 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18906 Sr2FeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078634 SrLaMnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765090 NaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20105 Fe3MoC11SeS3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194912 MnB4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850339 KY(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223582 V(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19306 K2Cr2AsHO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18723 SrNiO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1103909 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1205113 Li14Mn2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558402 NbVO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759726 CoP2H17N4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774236 VP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216668 Li2VO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177687 Rb4Mo5H4Se2O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213277 Ba2YMn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768853 NaFe9Si6B3H2O31 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766538 Co2BiB(PO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-780672 KLa5V2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1038042 K2Cr2HgCl2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505618 LiCo(CO)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1208979 ZnNi4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754258 Ba6Na2Nb2V2O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18725 Li2MnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752480 K2MoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743676 Mn2VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174714 LiMn(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079477 Li2VO2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227721 Na2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1565616 CsSm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202328 V8ZnO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778517 K3YV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18137 LiVSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-686949 Fe21HO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180472 Li3Al2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176143 Na4Zr2TiMnSi4(O8F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1316599 Li3V5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757170 MnCu2(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19378 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766095 CsCrO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173688 Na2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769712 RbEr(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-769511 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210020 SrLiCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771060 Li3Cr(BO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759663 KMn8O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2612 TaFe(PbO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1247560 CrSi(Ag3O4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-602511 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757107 LaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556790 Tl2V8O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744764 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17901 LiMnH6O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29047 LiFeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557433 Co(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195152 VPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-647 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12111 Li3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541933 Mg14MnSnO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541368 Ni(XeF7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557548 FeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-742819 Na5VO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101309 CoS2(NO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079901 MgFeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228244 LiFe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753899 La2CoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174727 Li2MnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558997 Li4Y3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103970 NiS2(NO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772682 Li3V5O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770892 Zn3Fe2(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753687 Rb7U8V2ClO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558211 NiPtO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199880 LiMn3Al2(HO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776440 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754159 Ba3MgV4O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18814 Li2CoNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763036 Li3V(H4O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556295 Na3Mo(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173622 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18845 Na4Ni(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764837 RbMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560148 Li3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228399 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1215351 NbVO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-22822 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209767 Na2MnPHO3F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17475 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554213 NaNb7V2O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1570351 YbTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-605091 VSnH9(CO)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867519 Pr3BWO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645159 Mn2V3Fe(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213270 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18611 CsMoPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31745 NaVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541993 CrHg3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079176 LuVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214341 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581324 Li4CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1154479 La2MnCoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752786 La2GaCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218259 Er10W2O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211117 Li6Fe5WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176674 LiVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771836 Li5Mn2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560311 Rb2VCuF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26406 Li2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779888 SrPr2Mn3O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760026 Co(HO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22421 Li4Mn3CoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-17159 LiVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697882 Na5MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26462 Li8NiO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546798 MoOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759415 AlTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561998 Sr4Re2NiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175149 NaNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1252316 K3CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510624 LiVCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2614 Al9Fe2(SiO6)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758858 Li5Mn2Fe3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-623924 LiVCO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19143 Fe2GeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1647608 K4Na4Mo5W3O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581919 Sr2YAlCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753579 ErCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774843 Li3Mn(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1004376 NaLiMo(H2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756353 Li6Mn3CoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773178 MnH6SO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770903 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
