mp-775211 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17475 Mn2PH2CO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558147 MnWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761279 NaVCdO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757803 MgAlFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647812 KGaCoC4Cl3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771143 Li2Ni2SnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770940 Sr8Fe7CoO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-696335 MgU(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-16991 AlFeB2(PbO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761540 SrCa3Mn4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510134 Rb4BaV6O18 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211595 Li2V(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744843 Li4FeCo3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212595 KMnIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221047 Li4Fe2Co3Cu3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772403 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-572375 Cs2Cr4Cd(HO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078969 CrOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209276 Y2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765197 SrMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697784 MnC5ClO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213346 NaMg3Al(MoO4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-585261 K2CoH4(SeO5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-997553 CoH10(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218412 CsY(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1194961 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211273 Li3Fe8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753283 Ba3MgTiWO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753938 FeO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560259 LiV3(OF2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555784 Sr2Ca6TiMn7O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777881 Mn2HgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616215 NiHgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228552 FeB4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769455 RbDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757163 Li2Mo4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-545522 V3AgO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753909 Ca3Al4CoO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850530 Li2(FeO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775981 Mn3Ni2Sb(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1002569 Na2VO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773197 La3FeW(SO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755625 Sr2MnTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850399 Sr3MnFeO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173880 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103369 La2Cr2O5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1226968 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568377 MgTi4MnZnNiO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1199170 KSrVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567247 Ba2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19438 PrCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755563 Tb2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776115 KMoIO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771881 MnZn2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558757 Fe(SbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195152 Rb2BiMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760123 Tb2(WO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-758517 LiY3WO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238696 MnV4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764273 Li9Mn7V12O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101655 Li2Cr3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753212 NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205311 Sr2Mn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19192 Na4Li(NiO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223170 Y2Mo(SeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1287570 MgCu2(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759163 NbV3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561273 KNiSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780325 Co3B7BrO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19162 LaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1102092 BaMn4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-745016 Cs2SrV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772229 Li4Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-4669 Li2TiCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198234 Sr3LaTa2(FeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209842 La2MnCrO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1223057 RbLa(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207892 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706271 NiSn2H12(OF)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755319 LiMnO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-720286 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775216 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-649632 Li4Mn3Co2Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176053 CoBi(CO)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223694 K2Rb4Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744463 CaCrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-603572 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757059 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694964 Li5Mn8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774236 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752941 Sm6Fe6As6O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557934 LiMn(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25457 Sr2Ca6Co7CuO20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510763 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26559 Rb2MnV2(ClO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1187577 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759350 Li2AlCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18973 Ta3NbV4O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26025 Na3PrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753902 KFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752456 NaCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555287 HoCoC6(N3O2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755925 Na3CrBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849580 LiNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209157 Li2Fe2Si2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505009 Ba6Sr2CoCu7O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558700 CsVOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752518 Na3V5H26O27 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228052 VAg2PO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767320 BaCa(Fe12O19)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765274 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224220 LiNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540314 KNaMnO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19410 LiVB2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-706469 Sr10Mg5Mo3(WO15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213660 Na2ErMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20794 SrLaVFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758354 Mn2PC11SO8F9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1062939 BaEu2Mn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1097012 Li4Ni3(OF3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752792 LiMn2(BO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198166 MnAgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758713 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18869 CrBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1278982 Li4Mn2Ni3Sn(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755129 K5Na3(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227801 Mn6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177950 TlVTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195240 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780579 NaVH2(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-642975 Li2NiSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756164 YNiSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760320 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754705 BaMgCrF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-16053 Mn2As2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-625258 CaLaMn2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200387 NaLi2CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776068 Li5VP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221077 KHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211726 RbCrF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198748 LiTm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769658 KV3(SeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173582 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18734 CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177532 Na2Te3Mo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775153 Li2FeP2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-19232 V3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214728 Sr2FeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226180 VH4NO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198549 CaCr2(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569231 CsLiMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273062 Ca2NbFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217238 LaFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31517 Li2CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704459 Ba3La3Mn2(WO6)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178214 RbMoIO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101661 Ba6Nd3TiCu6(MoO12)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-766705 BaFe2S2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244537 MoAs2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177575 LiVO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775644 MnSnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765009 Li5MnO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222215 MoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206498 VAgO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755905 Co(BO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775297 Li5Mn3Cr(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222477 MgV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191043 V2Pb4(Se2O7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770533 MoH4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-684803 TiFe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769574 V2Pb2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773455 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753270 MgMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211325 Mn8O13F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1662167 Ca2Fe2(SiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31624 Mg2Ta2Mn2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776556 BaMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12662 VPH7N2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777850 CrHgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111049 FeSb2C6(OF2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-649091 K2Fe2P2O7F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1120765 NaMn2V3(PbO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554313 NaMn2Mo2H3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753538 Ba3Dy2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198591 Y4CdMo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755436 V3H8(NO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-636746 Y2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1573955 CoH2SeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541673 FeBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754721 Y2WO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1199647 K2VO2F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765621 NaCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867597 Sr9Fe(PO4)7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504184 Li5MnO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558000 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510589 Li2U(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779311 Li2Ti2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223138 NaCrCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1316468 Sr2FeSnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755024 Li8NiO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16882 Cs5CaNi4F15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867855 Ca3V2(BiO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-688785 Zn3Mo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764770 KVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504385 Sr2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863388 VH7N2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277038 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754956 Li4Mn3CoO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761676 KMn6P7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849767 Mg4FeO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1228348 Li5V3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196122 LiCrSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1257772 V4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273331 ZnNi4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193172 MnSnH16C6S3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757152 Li3V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211686 MgVBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766811 B2Mo(PbO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19220 SrLiTi4CrO11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217217 MgV2PbO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22417 LiFe(SO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756192 NaVCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217930 KFe(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23637 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562835 KLi2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178826 CsVO3 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-18793 MoH8(NO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-691106 Cs6Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208680 Na3Sc2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205440 MnTl2H12(SO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19209 Ni(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203751 BaMgV2ZnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757969 NaVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221107 V5BiO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616565 KPr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228244 Li3VOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213184 LiCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753745 LaFeTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753206 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-714931 LiMg4Al(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17138 Li3CoSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759983 KFe3As4(HO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095213 Li3Ni(SbO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768837 NaFe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850876 Ba2HoV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778867 MnNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867644 LiVSi4(HO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-634381 BaNd2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19184 Li2Ti3Ni(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756366 LiCo2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218601 Mg2CrWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-25273 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202580 Ca2MnSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25402 K2Mo2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752965 Ba3Nb2CoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758932 CsTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19378 Tl2Cr3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18868 Ba2Mn2Sb2O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1273834 Hg2Mo5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31128 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18906 Mn(RhO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774243 Li2MnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225952 Ti4FeBi3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105482 Ca5Y7Al16Cr2(SiO24)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557105 SrV4(AgO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217456 Li7Mn14O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228118 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17545 Na3Li3Fe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769012 Na3VO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194049 V3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752776 Na9Sc(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201686 Na5Ni2P(CO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19424 Sr5Fe4MoO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19380 CrHgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24068 LiMnAlO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213307 Li2MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209210 Li4Nb2Cr3Fe3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541256 H48PtW6C8(NO)24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559772 Li3Co2(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14106 LiLa(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216342 NaLiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772029 Na3V(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766011 LaCr4(CuO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-866198 CsY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21646 TlMo2P3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21860 BaMoI4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755285 LiSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849269 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504678 V3Zn7H3SO19 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1204879 Ba3MnNb2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194603 Sm2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-645555 FeH4C3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202942 LiV3Fe2CuO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641247 Co4TeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190901 BaV4As4O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18772 Li2CrAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210092 K3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26562 Ba2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24133 Sr3NiPbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755564 Er6MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510625 CoH21C2N6Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560414 SrCa7Ti3Mn5O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27222 K4Na4MoW7O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-683660 CrCuAsPb2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555988 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197761 MnSeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18812 MgMoH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555680 Li9Mn7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760250 NdTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775165 NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754143 K2Mo3SO17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
