mp-1178577 Li6CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863398 Li3Mn2P4HO14 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-561541 SrV4(AgO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26197 SrNd3(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176871 V3(P3O10)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306353 Li4MnCo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-2294 ErCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177783 Mg(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18879 K8Li3Cr4O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3068 Li24Ti7Cr5O36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302251 KCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210378 ZnCr4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757948 LiMg4Al(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698305 CoBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-565203 NdBMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758248 Li4Fe3Ni3(WO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753480 V3Pb5O12F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17542 LiCrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744347 Li2CrPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198239 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1580697 Al2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227642 Cr2Ag2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758798 VFeP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079971 BaSr3Mn3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773399 Cs2K4Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209807 BaSr3Ca2(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223185 K3V(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19127 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757681 Li2Co(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202328 Co4Ge(CO)13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540841 Mg2Fe9O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196343 DyWBrO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-744418 Li2Fe2(SiO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752527 Ca3Mn2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1078668 MnVAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753274 MgTeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173961 Rb2MnH2OF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561063 LiFe4(BO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757421 MgSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203977 La2Mo4O15 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-559851 MnTlF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210573 NaMnO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772308 Ca8Mn6Al2O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770890 Na2Cr4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867742 LiFe2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223556 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003485 Sr9LuV7O28 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772297 K2FeF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176994 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764969 MnCo3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774823 Li2Fe3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-865272 Mg(MoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541918 Fe4OF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720800 MgMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079069 Tl3VO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1286807 Ca2Mo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766127 CuMoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221645 LiTiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208680 Ti3V2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191043 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753058 V2PH10C2N2O8F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752847 Li4MnSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753696 Li5Mn3(SbO5)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-561991 Sm3VGeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-649091 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213354 Mn(CO)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559435 CoAuO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1175324 V2Co3Te3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176399 K2Na4Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542210 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23082 K3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559185 Sr3TaCoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7929 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755905 NbCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205043 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770559 PrMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-746778 Tb2Hf2(MoO4)7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756260 MoH4C(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19017 Li3VP2HO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213277 VBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7383 FePbC5N6O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559247 Mg2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20046 K4MoS3O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753523 SrMoAsH3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189643 K2RbYV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228071 KCo(CO)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1182674 TiMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218148 Na11(CoO2)13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764872 Li2MnFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778083 LiV6O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5120 LiCr(CoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218688 Tb2FeSbO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651122 K2VPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178416 NaMn3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757152 V2Bi24O41 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776955 Y2Te3MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17335 LiFeBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849771 KFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18952 Mn3(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1255447 Rb3GdV2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-16967 LiNiAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752968 NaCaVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756659 Na3TbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218746 LiV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774656 Li2FeCuO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213151 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211726 CaNdCoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100823 Ba2LaV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572375 RbMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780202 LaCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776130 LiNi(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17192 NiH12(NO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757355 Cs2VBr5O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175866 CsCrO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761322 LiMg30CoO32 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-769511 K3RbMn2F12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198550 KLi2FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1305082 Bi6Mo2O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765988 CrBi12Mo4PbO34 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-12082 Rb4V2S4O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228095 Fe2C9O7F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697827 Sr2FeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198002 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200629 Li3(CoO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080749 CsLiCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5786 Li2Fe2Si2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1272911 SrTlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755509 TiMn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100488 LaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036995 Fe3(P3O10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176275 Li4MnSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532050 LiMgIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762840 CoH2Cl2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18815 Li2CoAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505040 Rb2Mo(SO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754059 Fe4O3F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760008 Sr3LaV3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760935 V3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753135 Sr2FeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780526 Li2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222209 SmTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773418 BaMoSeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1171226 MoH4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760324 Mn3NbNi2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755622 CrH6CN3ClO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-16795 LiNi3O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704534 V2S2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772101 KMnPH2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223694 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-647 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510625 FePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208725 Co(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216342 LiFe2P2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779020 Na2MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27239 Rb6U2W4O21 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1196029 Sr2NiWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23111 Sr3Fe2(ClO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753424 Co3NiO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-542693 TiBi8W(BrO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298592 Li2CrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27704 Sr3La2FeCo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210963 K3Sc(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27912 KLiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203349 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247644 MnAgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205217 Ca2Mn2Si4H6O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759077 BaFe2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227081 KMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013916 Rb3Na(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-647385 Rb2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224835 BaCo2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755566 Li2TiCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-696909 Rb3FeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19770 Sr10Mg5Mo4WO30 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867719 Li4AlCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221015 Ho2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849573 BaLu2NiO5 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1079306 VAgTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1317645 Li8Bi2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-653 Mn2InC10IO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697556 LiVWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773513 KNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1288155 Rb2U2Cr2O15F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-781050 Na2FeO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-561743 BaU2V2O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18545 Ba4Nb2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1096875 K3NiPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1288982 Li2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218147 Li2CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177474 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197647 Ba3V4ZnO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867686 AlCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1662637 Dy2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867760 V6O5F19 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753143 FeHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772640 Li6MnFe5(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554340 LiCr(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19295 LiPr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228550 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849742 Li2Ni3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227224 Cr4Si4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771881 Co2C5SO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278467 Nd2Tl(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209249 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196299 Cs2MnSO4F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173612 BaFe2(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218575 BaV6O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540314 CoF2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198813 MnZn2SbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28207 Mo4H12N2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757107 Li2FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17138 Th(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178280 LaCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735488 Li5Ti6FeO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228108 NbV3Fe2(PO4)6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1641247 Li(FeO2)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-543110 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661754 LiFeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19318 Rb2Zr(MoO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-780867 Nd5Te7WCl3O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757520 LiMgCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755100 Li4Ti2Mn3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-778404 LaEu3(NiO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-624691 Rb6U5V2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217519 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777408 Al2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756413 CoHRu(CO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770839 CsEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212303 NaFe(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567940 BaFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766101 YMg30VO32 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1189201 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553910 LiY3WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1264130 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-550944 Li2Si2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770950 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175472 LiIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772550 Nd2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-33009 LiCoBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174149 LiV(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771918 Li3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1259 Li2V3(P2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757766 MnZn2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-122 Ba2TlNi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104967 LaFeTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174200 Na5MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196969 Li2MnOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763065 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756514 K5Sm(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1286995 ZnCr6Si2Pb10(O16F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775331 NaFe11O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1302313 FeBi25O39 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28231 Li3Mn2F9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1292349 FeSb2WC8Se2(O2F3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1188566 SrCoAs2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558909 Fe(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765621 Li2SiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774507 Tl2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771095 Co(RhO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211136 SrCaNbCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758858 Cr2AsC10ClO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193772 MnP2WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076247 SmMoO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764354 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-34139 MnAsO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223314 V2H2Se2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755818 CsFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-675580 Li2VGa3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-675006 BaMgV2CuO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850210 Li2ZnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-35078 Li3Fe2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-603406 Ba3Sm2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541648 TbCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766233 LiVF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208718 NdAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203773 K2Th(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1172462 ZnNi4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282537 MoP4C5S3O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7371 Ho6WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221953 Li2NiBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756430 Rb3FeMo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24017 Cu2WO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1318386 Ca2Cr2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227706 MnSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1278696 MoWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-627291 K2MoSO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19000 CrSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754248 Cs2KFeF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753791 Ti(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103214 Li2NiSnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19143 Li2CoGeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181733 K2HoPWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215728 Mn(SbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758424 CsNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559433 Na5FeHO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190411 Li3Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18850 RbFeO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19049 V2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752558 NdTl(WO4)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-996994 Li7Mn8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766137 Li3NiPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1198938 VClO Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1295199 Rb3V(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275124 Mn3Cr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773171 Ni(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19097 CaCrO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768085 Rb5In(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704268 LiVP4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744600 Nd2Mo(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776688 K3HoV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754919 La2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
